sample,group,cell_type
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,VC
s_0159,Control,Neurons
s_0159,Control,Neurons
s_0159,Control,Neurons
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Neurons
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Neurons
s_0159,Control,Neurons
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Neurons
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Micro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Astro
s_0159,Control,OPC
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,VC
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,VC
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Neurons
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Astro
s_0159,Control,OPC
s_0159,Control,OPC
s_0159,Control,OPC
s_0159,Control,Neurons
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,VC
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,Neurons
s_0159,Control,OPC
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,Neurons
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,OPC
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Neurons
s_0159,Control,Micro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Neurons
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,OPC
s_0159,Control,OPC
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Neurons
s_0159,Control,OPC
s_0159,Control,VC
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,VC
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,VC
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,T cells
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Neurons
s_0159,Control,VC
s_0159,Control,Micro
s_0159,Control,Astro
s_0159,Control,Micro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Micro
s_0159,Control,VC
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,VC
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,VC
s_0159,Control,Micro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,T cells
s_0159,Control,OPC
s_0159,Control,OPC
s_0159,Control,Astro
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,VC
s_0159,Control,T cells
s_0159,Control,OPC
s_0159,Control,Micro
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,VC
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,VC
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,Neurons
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Micro
s_0159,Control,Neurons
s_0159,Control,Astro
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,VC
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,OPC
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Neurons
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Micro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Micro
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,VC
s_0159,Control,OPC
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Neurons
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Micro
s_0159,Control,Neurons
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Micro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,VC
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Astro
s_0159,Control,Micro
s_0159,Control,Astro
s_0159,Control,OPC
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,OPC
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,VC
s_0159,Control,Neurons
s_0159,Control,Neurons
s_0159,Control,Neurons
s_0159,Control,Micro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Astro
s_0159,Control,Micro
s_0159,Control,Astro
s_0159,Control,Neurons
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Neurons
s_0159,Control,Neurons
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Neurons
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,VC
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Astro
s_0159,Control,OPC
s_0159,Control,OPC
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Micro
s_0159,Control,Astro
s_0159,Control,VC
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Micro
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Astro
s_0159,Control,Micro
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,OPC
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Neurons
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Neurons
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,VC
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,VC
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,OPC
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Neurons
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,VC
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,VC
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,VC
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Neurons
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Micro
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Micro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Micro
s_0159,Control,OPC
s_0159,Control,Neurons
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Micro
s_0159,Control,Micro
s_0159,Control,OPC
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Micro
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,VC
s_0159,Control,Micro
s_0159,Control,VC
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,VC
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,OPC
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,Neurons
s_0159,Control,VC
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,T cells
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,VC
s_0159,Control,Neurons
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,OPC
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Micro
s_0159,Control,Neurons
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,VC
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,VC
s_0159,Control,Micro
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Neurons
s_0159,Control,Micro
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,OPC
s_0159,Control,Oligo
s_0159,Control,Neurons
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,Astro
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Oligo
s_0159,Control,Astro
s_0159,Control,Oligo
