sample,group,cell_type
s_0110,PD,Oligo
s_0110,PD,Oligo
s_0110,PD,Oligo
s_0110,PD,Micro
s_0110,PD,Oligo
s_0110,PD,Oligo
s_0110,PD,Astro
s_0110,PD,OPC
s_0110,PD,VC
s_0110,PD,Oligo
s_0110,PD,Astro
s_0110,PD,Astro
s_0110,PD,Astro
s_0110,PD,Oligo
s_0110,PD,Micro
s_0110,PD,Neurons
s_0110,PD,Oligo
s_0110,PD,Micro
s_0110,PD,Micro
s_0110,PD,Neurons
s_0110,PD,Astro
s_0110,PD,Oligo
s_0110,PD,OPC
s_0110,PD,Astro
s_0110,PD,Astro
s_0110,PD,OPC
s_0110,PD,Oligo
s_0110,PD,VC
s_0110,PD,Neurons
s_0110,PD,Oligo
s_0110,PD,Oligo
s_0110,PD,Oligo
s_0110,PD,Astro
s_0110,PD,Astro
s_0110,PD,Oligo
s_0110,PD,Oligo
s_0110,PD,Astro
s_0110,PD,VC
s_0110,PD,Oligo
s_0110,PD,Astro
s_0110,PD,Oligo
s_0110,PD,Neurons
s_0110,PD,Astro
s_0110,PD,Oligo
s_0110,PD,Oligo
s_0110,PD,Neurons
s_0110,PD,Astro
s_0110,PD,Astro
s_0110,PD,Oligo
s_0110,PD,Astro
s_0110,PD,VC
s_0110,PD,Oligo
s_0110,PD,VC
s_0110,PD,Astro
s_0110,PD,Neurons
s_0110,PD,Oligo
s_0110,PD,VC
s_0110,PD,OPC
s_0110,PD,Neurons
s_0110,PD,Astro
s_0110,PD,Oligo
s_0110,PD,VC
s_0110,PD,Oligo
s_0110,PD,VC
s_0110,PD,Oligo
s_0110,PD,Astro
s_0110,PD,Neurons
s_0110,PD,VC
s_0110,PD,Astro
s_0110,PD,Astro
s_0110,PD,OPC
s_0110,PD,Oligo
s_0110,PD,Astro
s_0110,PD,Astro
s_0110,PD,Oligo
s_0110,PD,Astro
s_0110,PD,Astro
s_0110,PD,Oligo
s_0110,PD,Oligo
s_0110,PD,Oligo
s_0110,PD,Astro
s_0110,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Micro
s_0111,PD,Neurons
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,OPC
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,OPC
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,OPC
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Astro
s_0111,PD,OPC
s_0111,PD,VC
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,OPC
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,OPC
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Neurons
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,OPC
s_0111,PD,Micro
s_0111,PD,VC
s_0111,PD,Oligo
s_0111,PD,OPC
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,T cells
s_0111,PD,Micro
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,VC
s_0111,PD,VC
s_0111,PD,Astro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,OPC
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,OPC
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Astro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,OPC
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Neurons
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Neurons
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,VC
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,OPC
s_0111,PD,Micro
s_0111,PD,Micro
s_0111,PD,VC
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,OPC
s_0111,PD,OPC
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,OPC
s_0111,PD,Neurons
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Neurons
s_0111,PD,Oligo
s_0111,PD,OPC
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,OPC
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Astro
s_0111,PD,OPC
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,OPC
s_0111,PD,Oligo
s_0111,PD,Neurons
s_0111,PD,OPC
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,Micro
s_0111,PD,OPC
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,OPC
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,OPC
s_0111,PD,Neurons
s_0111,PD,Astro
s_0111,PD,Astro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,OPC
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,OPC
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,VC
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,OPC
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Neurons
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,OPC
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,OPC
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Astro
s_0111,PD,Astro
s_0111,PD,Astro
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,T cells
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,Micro
s_0111,PD,Micro
s_0111,PD,OPC
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Neurons
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,OPC
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Micro
s_0111,PD,Micro
s_0111,PD,Micro
s_0111,PD,Neurons
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Neurons
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Micro
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,OPC
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,VC
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,OPC
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,OPC
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,OPC
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,VC
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Neurons
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,OPC
s_0111,PD,VC
s_0111,PD,VC
s_0111,PD,Neurons
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Micro
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,OPC
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,T cells
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,OPC
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,OPC
s_0111,PD,Astro
s_0111,PD,VC
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,OPC
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,OPC
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,OPC
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,OPC
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,OPC
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Neurons
s_0111,PD,VC
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Neurons
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,OPC
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,VC
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,OPC
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,OPC
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,OPC
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,OPC
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,OPC
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,VC
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,VC
s_0111,PD,Micro
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,OPC
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,OPC
s_0111,PD,Micro
s_0111,PD,OPC
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,OPC
s_0111,PD,Micro
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Astro
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Astro
s_0111,PD,OPC
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,OPC
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,Neurons
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,VC
s_0111,PD,OPC
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,OPC
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,OPC
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,OPC
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Astro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,OPC
s_0111,PD,VC
s_0111,PD,VC
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,VC
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,OPC
s_0111,PD,Neurons
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,VC
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Neurons
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,VC
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Astro
s_0111,PD,Neurons
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,OPC
s_0111,PD,Neurons
s_0111,PD,Astro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,VC
s_0111,PD,OPC
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Micro
s_0111,PD,OPC
s_0111,PD,Astro
s_0111,PD,VC
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Micro
s_0111,PD,OPC
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Oligo
s_0111,PD,Astro
s_0111,PD,Oligo
s_0111,PD,Micro
s_0111,PD,Oligo
s_0111,PD,Micro
