"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","genes"
0.00708500368316183,-0.320023020207692,0.065,0.072,1,"ACAD10"
0.00708641281899699,-0.161798901425331,0.045,0.044,1,"GBA"
0.00708668441837418,0.461338711032915,0.093,0.062,1,"AKR1B1"
0.00711425790841442,-0.628618777313845,0.092,0.12,1,"ARHGAP20"
0.00712185045220077,0.282885463018712,0.105,0.073,1,"HNRNPLL"
0.00713200044056937,-0.619387399226711,0.057,0.074,1,"DANT2"
0.00713790486872202,0.158583918026315,0.399,0.316,1,"TTC3"
0.00717245186974841,1.48819249322372,0.038,0.014,1,"FGR"
0.00718867454470699,0.240768390004068,0.091,0.067,1,"FXYD5"
0.00720227435605123,0.367219214855088,0.219,0.146,1,"PHF20L1"
0.00722016862964287,-0.390645698110754,0.147,0.145,1,"CNPY3"
0.00724579765096916,-0.328740330213502,0.012,0.014,1,"GPRASP2"
0.00725281331251229,-0.147917901067106,0.092,0.09,1,"NRCAM"
0.00728238760263736,-0.624119546169334,0.026,0.032,1,"SYP"
0.00729376096976253,0.101739134820531,0.098,0.071,1,"TPM4"
0.00729867874919864,-0.21704974647111,0.184,0.182,1,"TRIM38"
0.00735821807785325,0.340109259070689,0.219,0.161,1,"LARGE1"
0.00737419731802583,0.459328201503997,0.088,0.055,1,"MEF2D"
0.0073755271467222,-0.532792243648028,0.062,0.071,1,"ZNF195"
0.00738600907045271,0.235264980268528,0.019,0.016,1,"AL391117.1"
0.00742444983097541,0.153689319041565,0.292,0.22,1,"CHKA"
0.00742998255145209,-0.24209692985868,0.057,0.059,1,"AC074032.1"
0.00743146862242262,-0.136621005344155,0.092,0.089,1,"BOK"
0.00746487585454958,0.447953962057269,0.085,0.06,1,"INPP4B"
0.00747723871186695,0.326577041903835,0.01,0.009,1,"ZNF181"
0.00748313417812401,-0.113933872544895,0.096,0.085,1,"BCAP29"
0.00749935109297544,-0.103665921924841,0.115,0.109,1,"GPM6A"
0.0075165592916104,-0.180202530063556,0.08,0.073,1,"NCBP3"
0.00751989654453437,-0.137276571235158,0.114,0.089,1,"PHF10"
0.00752492345042186,-0.532558333213808,0.014,0.019,1,"C2orf72"
0.0075289598420949,-0.161295796648934,0.19,0.178,1,"LUC7L"
0.0075300484504958,-2.7049627633409,0.003,0.011,1,"CYP26B1"
0.00755581229116396,0.887193356062623,0.011,0.006,1,"OSMR"
0.00756426169160313,0.168548189049264,0.025,0.012,1,"SEC61G"
0.0075845886940734,-0.860503391323751,0.032,0.037,1,"AC022098.1"
0.00758676258397943,0.137787742107676,0.385,0.3,1,"SRPK2"
0.00759804482580158,-0.213341035258355,0.288,0.286,1,"IFNGR2"
0.0075984725367641,-0.175601682447107,0.162,0.161,1,"BSG"
0.00762002515650499,-0.142702004212732,0.141,0.129,1,"MAP3K7"
0.00764874212447903,0.177188759743413,0.366,0.298,1,"STRBP"
0.00767260425569612,0.367374565215119,0.218,0.14,1,"AC013394.1"
0.00769664870081326,-0.127968128226796,0.07,0.073,1,"TPGS2"
0.00774326983890903,0.100396992672281,0.098,0.078,1,"DEAF1"
0.00775940408986142,0.562204687239072,0.089,0.057,1,"NOTCH1"
0.00776173880014742,-0.124210819409337,0.294,0.28,1,"STRN3"
0.00776298596979721,-0.48772927761567,0.048,0.053,1,"PIGG"
0.00778189267998141,-0.32279457908364,0.097,0.1,1,"CHMP4B"
0.00780824231258908,-0.542767380924595,0.099,0.121,1,"PLEKHH1"
0.00782892350315097,-0.239393990814233,0.074,0.072,1,"MRRF"
0.00783295118308534,-0.189985201308825,0.122,0.118,1,"UGGT1"
0.0078386370427713,0.131227632547466,0.018,0.013,1,"NKIRAS2"
0.00785049067691155,0.378717024571525,0.182,0.118,1,"MOB1A"
0.00785878332194726,0.475279340601595,0.127,0.075,1,"CECR2"
0.00786501027148978,0.665678132414219,0.016,0.008,1,"AC046195.1"
0.00787936216644667,-0.1256575487679,0.083,0.081,1,"ASCC2"
0.00789321223974757,-0.705285428114814,0.017,0.028,1,"EPHA6"
0.00790186817018211,-0.586371823233836,0.06,0.069,1,"FKTN"
0.00792861926118813,-0.271254973696255,0.217,0.224,1,"NSRP1"
0.00796278110729843,0.42452758731083,0.047,0.029,1,"VEGFB"
0.0079642590624838,-0.38381899669528,0.061,0.058,1,"RANBP10"
0.00796568778671836,0.106638472613991,0.335,0.274,1,"KIAA2026"
0.00796850408917295,-0.110673226323588,0.091,0.091,1,"TTLL11"
0.00797370583453837,-0.668107786742969,0.029,0.033,1,"GLIDR"
0.0079773047140519,0.100135116412029,0.062,0.055,1,"SSBP4"
0.0079974754234578,-0.233730029623207,0.204,0.199,1,"SGPP1"
0.00800086896960073,-0.438819177644388,0.084,0.091,1,"GYPC"
0.00800835758777466,0.184503720051131,0.06,0.045,1,"SNRNP200"
0.00802189054261437,0.673892442097579,0.126,0.064,1,"JADE2"
0.00802733048940781,-0.1163809029337,0.055,0.052,1,"FAM118B"
0.00804110916485038,0.245452378954375,0.11,0.076,1,"ST7L"
0.0080623496644098,-0.318124573412042,0.174,0.172,1,"DCTN4"
0.00807591923090644,0.306007964103649,0.097,0.079,1,"CLMN"
0.00809638505857875,0.502433270559777,0.046,0.034,1,"SLC47A1"
0.00809818980892647,-0.247387840227201,0.084,0.089,1,"PREX2"
0.00809819496999359,-0.214749757204035,0.015,0.02,1,"VAV3"
0.00809858496363178,-0.117292150109376,0.081,0.071,1,"EXD3"
0.00809999440857218,-0.625371133652321,0.048,0.054,1,"GAMT"
0.00813683706590245,0.457316670243259,0.211,0.147,1,"PCF11"
0.00815810108861221,-0.301099883328649,0.14,0.134,1,"PAFAH1B2"
0.00817951722080505,0.268119737156655,0.222,0.165,1,"PARP4"
0.00818816230097356,-0.451930109894838,0.06,0.072,1,"RIPOR1"
0.00818946645213169,0.317628246821979,0.166,0.111,1,"RAB21"
0.0082078557331734,-0.565874023646783,0.023,0.026,1,"SLC16A7"
0.00821691157701009,0.351764979651564,0.635,0.552,1,"BNC2"
0.00822574166566578,0.202012251730195,0.23,0.193,1,"FGD2"
0.00822717781021033,-0.163022256515456,0.058,0.058,1,"GHITM"
0.00823288255804527,-0.173478775404635,0.178,0.163,1,"ULK4"
0.00823521981667086,-0.116192212243452,0.121,0.109,1,"CHD8"
0.0082443972209602,1.38308247818906,0.041,0.018,1,"BACE2"
0.00825437162367719,-0.368637092503818,0.156,0.203,1,"NTM"
0.0082554913692982,-0.112766315071508,0.111,0.1,1,"UBE2N"
0.00826903522265709,-0.251923389896993,0.087,0.087,1,"RPE"
0.00826949241253461,0.102557625987091,0.08,0.064,1,"PLEKHM1"
0.00827021935044888,-0.792952745765797,0.065,0.094,1,"PIGL"
0.00830000028880536,-0.135468655447394,0.11,0.113,1,"PYGL"
0.00830988658029421,-0.963856838250065,0.056,0.083,1,"EPDR1"
0.00831176925073706,-0.444245632356445,0.145,0.156,1,"CNP"
0.00831459858341756,0.906232516759258,0.155,0.074,1,"HSPA9"
0.00831691499804839,-0.455748453148225,0.117,0.136,1,"PRDM11"
0.00832210840942912,0.448151355132028,0.055,0.033,1,"C1orf52"
0.00833767267430546,-0.107083175042591,0.071,0.056,1,"FBXO3"
0.00834668992525005,-0.291117463583263,0.175,0.193,1,"MIR34AHG"
0.00835618952948684,0.155075081188167,0.289,0.236,1,"CLEC16A"
0.00837168873412733,0.54700921896919,0.024,0.012,1,"SLC2A1"
0.00839250118622453,-0.666016357261504,0.045,0.057,1,"KIF3B"
0.0083933795092144,-0.539458609381082,0.018,0.016,1,"HENMT1"
0.00840355496616888,-0.171889257129057,0.163,0.165,1,"DOPEY2"
0.00841658670503457,0.395422438210922,0.042,0.027,1,"PLD5"
0.00842666837042519,-0.587070643968816,0.026,0.034,1,"CNTNAP5"
0.00843558189120114,0.173759035764964,0.159,0.119,1,"KPNA6"
0.00844888915486502,-2.13806915477576,0.005,0.02,1,"CCDC170"
0.00845643767844699,-0.116514061402205,0.086,0.08,1,"EIPR1"
0.0084595634859047,-0.121906226343874,0.116,0.096,1,"SLC18B1"
0.00851705292019487,-0.192089744289993,0.072,0.072,1,"GTF3C2"
0.00855229291204528,1.08989996930581,0.034,0.009,1,"AC022568.1"
0.00855674999026195,0.121834158358757,0.257,0.203,1,"TBC1D9"
0.00860240594388615,0.197478307277593,0.361,0.28,1,"PTBP3"
0.00860268541089266,-0.137001327428287,0.092,0.079,1,"GRIPAP1"
0.00863289145485992,-0.166244727660386,0.084,0.073,1,"UFL1"
0.00863543398372462,1.01872605127432,0.118,0.052,1,"NAF1"
0.00864066912965788,0.50626859674549,0.839,0.765,1,"HS3ST4"
0.00864492568339994,-0.412184300361765,0.055,0.06,1,"NDST1"
0.00864926616158958,0.236110466657932,0.241,0.175,1,"SNX1"
0.00866503793529015,-0.272298401855615,0.083,0.071,1,"RABAC1"
0.00867230939085004,-0.322712089318743,0.046,0.047,1,"ZNF429"
0.00869778233899665,-0.408792553232667,0.03,0.03,1,"USF1"
0.00871073908628314,1.01129113446844,0.07,0.024,1,"NR4A2"
0.00873598616378762,0.472075898114019,0.067,0.046,1,"KAT2A"
0.00873820571723923,-0.573384902821317,0.043,0.049,1,"ABCA5"
0.00876169270770864,-0.672866477393702,0.046,0.061,1,"TNFAIP2"
0.00878143577030295,-0.327517264036695,0.02,0.017,1,"AC011933.4"
0.00884133667408542,0.424519170860115,0.306,0.203,1,"JAK1"
0.00887604896809841,0.227877493893508,0.072,0.045,1,"SLFN11"
0.0088881559565823,-1.49061027487813,0.007,0.014,1,"CDH7"
0.00890601959441425,0.451637816637788,0.098,0.071,1,"MAP3K20"
0.00893025348552652,-0.380343888336101,0.036,0.037,1,"PGP"
0.0089793338357694,1.18008937256832,0.017,0.011,1,"LINC00499"
0.00898121799670066,0.480001539174905,0.059,0.035,1,"ZNF577"
0.00899668820759832,-0.236300055206773,0.106,0.087,1,"FGD5-AS1"
0.00901887728408451,-0.261721547005153,0.157,0.163,1,"DPP8"
0.009032106939269,-0.263400352144744,0.083,0.08,1,"ABCC1"
0.00904006681130317,-0.762871789919632,0.035,0.044,1,"CLSTN3"
0.00907263028743909,0.122949483301495,0.094,0.068,1,"SSU72"
0.00908295046429325,0.164989184450509,0.033,0.028,1,"VAMP8"
0.00915087515641767,0.280910928888998,0.389,0.315,1,"PEAK1"
0.00915928844956948,-0.683780186626498,0.054,0.07,1,"TSN"
0.00916598980566821,0.629495853767846,0.103,0.058,1,"ITGA5"
0.00917546052843754,-0.77670265863359,0.007,0.01,1,"CFAP69"
0.0091787758550302,0.740033926843483,0.09,0.042,1,"S100A11"
0.00917951326472386,-0.243023308897357,0.05,0.049,1,"RORA-AS1"
0.00918195435208369,-0.604133650670654,0.045,0.048,1,"SOX8"
0.00918672503454186,0.168587509844986,0.066,0.05,1,"INTS7"
0.00920530322704053,-0.372962559586928,0.109,0.111,1,"VPS37B"
0.00921170048840414,-0.967357801087119,0.007,0.014,1,"KIAA0319"
0.00923537431046907,-0.59570281262528,0.033,0.039,1,"RMND5B"
0.0092640097945213,-0.408516419438174,0.069,0.083,1,"CCSER1"
0.00927310546164464,-1.14165864213346,0.014,0.026,1,"FGF13"
0.00928873338559408,-0.690211687664722,0.01,0.014,1,"JAKMIP1"
0.00929086624972623,-0.287237571492758,0.074,0.067,1,"COMT"
0.00931600283622731,0.327646575662801,0.217,0.153,1,"HNRNPH3"
0.00936114235731865,0.395827230038237,0.117,0.076,1,"SLC6A6"
0.0093757837107757,0.101612500902279,0.043,0.034,1,"LONRF2"
0.0093861656142811,-0.194032482052102,0.211,0.196,1,"CDK17"
0.00940599642285909,0.139895541428703,0.026,0.023,1,"AC096887.1"
0.00941388340720243,0.228949401979452,0.012,0.008,1,"DUSP23"
0.00943923326013703,-0.397916573084069,0.05,0.058,1,"SLC38A1"
0.00944264846045011,0.167040689643984,0.349,0.276,1,"NT5C2"
0.00945852497753994,0.17662332747108,0.135,0.104,1,"SMARCAD1"
0.00945916881271834,-0.157385730158541,0.099,0.077,1,"ZNF362"
0.00946823115497352,-0.478213297053149,0.049,0.044,1,"NDUFB10"
0.00947283764876633,-0.94086541462279,0.038,0.046,1,"HAAO"
0.00950377347079135,-0.558606019094898,0.023,0.025,1,"KEAP1"
0.00952289640938649,-0.170002668718104,0.077,0.077,1,"AK2"
0.00956908590456183,-0.793720561871904,0.037,0.047,1,"ASPHD1"
0.00957165302574783,1.16930609873408,0.043,0.019,1,"TGIF1"
0.00957576661765827,0.18350282614112,0.026,0.022,1,"TMEM9"
0.00957870280747373,-0.20308291369632,0.13,0.124,1,"PTPN4"
0.00959244837913297,-0.275480008398738,0.108,0.106,1,"MINDY3"
0.00959846860574845,-0.645100740222292,0.095,0.118,1,"AATK"
0.00959875981699172,-1.34241854747485,0.008,0.013,1,"HR"
0.00963133046681601,-0.544716343718151,0.084,0.109,1,"ATP9A"
0.00963473591379964,-1.02443106277243,0.041,0.054,1,"MBTPS2"
0.00965723850331648,0.171522118502937,0.106,0.079,1,"FASTKD1"
0.00967889908392087,0.426047742322829,0.156,0.109,1,"FLOT1"
0.0096804621808065,-0.212326510313345,0.332,0.33,1,"SCAPER"
0.00970820924078513,-0.495442192830611,0.062,0.073,1,"UBE2J1"
0.009713373776821,0.657962691169862,0.035,0.02,1,"RIT1"
0.00971930175434271,0.54612764037224,0.055,0.033,1,"AL683813.1"
0.00976192516480908,0.797122039649376,0.047,0.024,1,"TMEM263"
0.00977693357264863,-0.347498035300025,0.103,0.117,1,"FAIM2"
0.00979258812024398,0.307123124957446,0.259,0.182,1,"RCOR1"
0.00979978360261026,-0.185191070088963,0.192,0.18,1,"CPEB2"
0.00980330700334092,0.27264400119465,0.276,0.224,1,"BBS9"
0.00980911882343426,0.424878185787755,0.447,0.332,1,"BRWD1"
0.00981361539483192,1.01695993102779,0.062,0.028,1,"ENGASE"
0.00984249748264142,0.347137497112256,0.234,0.191,1,"MCPH1"
0.00986008725993571,-0.267513902140616,0.033,0.032,1,"GUCY1B1"
0.00989746401219975,0.119393262460246,0.47,0.394,1,"ERC1"
0.00989993744223981,0.306097925195294,0.098,0.068,1,"CCT3"
0.00991538047289859,-0.446714196798068,0.057,0.058,1,"GSTO1"
0.00992204414295355,0.296454272573011,0.161,0.109,1,"RUBCN"
0.00994091011569909,-0.165415506949337,0.098,0.089,1,"PGPEP1"
0.0099992014821549,-0.198993951021633,0.128,0.121,1,"TNRC6C"
0.0100168146914362,-1.10615973356245,0.036,0.068,1,"RIMS1"
0.0100457575480392,-0.879914579090625,0.122,0.195,1,"LMCD1-AS1"
0.0100862734217182,0.256426238103911,0.138,0.111,1,"GDAP2"
0.0101161973684805,-0.167250439697725,0.211,0.204,1,"CTSC"
0.0101390214078429,0.696504152609116,0.139,0.078,1,"IFRD1"
0.010152371024247,0.172923016128456,0.111,0.079,1,"LRRC8B"
0.0101759131411385,0.228491057772982,0.146,0.114,1,"NLRC5"
0.0101819500176626,0.12089993507477,0.267,0.232,1,"MAP3K1"
0.0102131670159853,0.354367976670452,0.132,0.085,1,"TMC8"
0.010250894519891,-0.179626737281018,0.174,0.155,1,"RPS12"
0.0102696193835798,0.322623051537375,0.269,0.199,1,"ALG13"
0.0102702404180429,0.35594075426019,0.123,0.086,1,"EIF4EBP2"
0.010282061623431,-0.125335151651377,0.031,0.031,1,"SGSM1"
0.0103175561011788,-2.20388972087789,0.009,0.045,1,"RAVER2"
0.0103547512701696,0.251892504468236,0.191,0.132,1,"ZCCHC2"
0.0103591255421222,0.222614120591695,0.249,0.184,1,"PPM1B"
0.0103733018439498,-0.574642911921498,0.05,0.058,1,"TCEAL3"
0.0103942749236082,-0.101263145988626,0.172,0.155,1,"DNAJB14"
0.0103962548799107,0.213796484860317,0.055,0.039,1,"TRMT10B"
0.0104055287884473,-0.150806184502859,0.033,0.028,1,"SNHG25"
0.01042042942246,0.360725180384899,0.244,0.172,1,"SIK2"
0.0104269329783696,-0.440075222473794,0.249,0.273,1,"MKNK1"
0.0104423326161107,-2.76776022281315,0.004,0.017,1,"ZIC2"
0.0104564334242323,-0.165581641356518,0.177,0.161,1,"WNT2B"
0.0104595081700389,-0.321259863410544,0.071,0.068,1,"USP46"
0.0104908066731827,-0.105999719474017,0.063,0.058,1,"DGKH"
0.0104934165285454,-0.186446517021185,0.075,0.064,1,"STX17"
0.0104982520916795,-0.12767784742108,0.207,0.186,1,"SNRNP70"
0.0105012395092783,0.200501961029832,0.067,0.054,1,"PDE6D"
0.0105205064996795,0.253243114409102,0.296,0.216,1,"ASAH1"
0.0105221028673827,-0.398108517182496,0.135,0.151,1,"FGGY"
0.0105344430296432,0.261523969559564,0.184,0.135,1,"AP2B1"
0.0105704681885868,0.216722914280292,0.056,0.044,1,"NADK2"
0.0105707456129783,-0.224072679859904,0.278,0.283,1,"AGO4"
0.0105793215825465,-0.234078552108076,0.163,0.163,1,"MSH3"
0.0106102503623457,0.127890012357397,0.043,0.026,1,"NDUFB11"
0.0106276795231844,0.178726644324812,0.142,0.099,1,"ANLN"
0.0106909574601764,0.259613830581176,0.479,0.376,1,"STX7"
0.010693096243928,0.448124861260766,0.015,0.011,1,"SH3BGR"
0.0107094600217355,-0.351510455678574,0.029,0.028,1,"CIC"
0.0107210984126824,0.14999822167991,0.059,0.041,1,"BCL2L2-PABPN1"
0.0107220155380538,-0.927475640903041,0.008,0.014,1,"OTOA"
0.0107490980633256,-0.37350613609365,0.139,0.144,1,"CCDC88B"
0.0107535386929227,-0.177936798002563,0.232,0.224,1,"CCM2"
0.0107635826618686,-0.263635756760637,0.219,0.228,1,"AP003481.1"
0.0107996859591009,0.159378575540952,0.231,0.18,1,"ACIN1"
0.0108259229749084,-0.189393963085129,0.162,0.148,1,"ELK3"
0.0108529038380276,-0.227396182402403,0.125,0.123,1,"CLIC4"
0.0108570461927872,0.131898307870076,0.325,0.252,1,"RC3H1"
0.0108612236616558,0.222258030921918,0.19,0.15,1,"ATG5"
0.0108996168517609,-0.226507615159476,0.027,0.024,1,"BTN2A2"
0.0109036684959561,-0.59405834540749,0.012,0.014,1,"KCNB2"
0.010906666763076,-0.733760895534129,0.059,0.078,1,"ACSM5"
0.0109075151122572,-0.221654821046556,0.09,0.081,1,"CARS2"
0.0109084327049194,-0.394516636003079,0.043,0.041,1,"PSMC2"
0.0109201893008375,0.438498559643949,0.253,0.174,1,"PIK3CA"
0.0109312553453776,0.26580146919938,0.023,0.012,1,"RAB23"
0.0109483349825391,0.19661260727381,0.194,0.146,1,"BTBD1"
0.0109723216566551,-0.141934777230797,0.048,0.044,1,"RNF44"
0.0109889513245696,0.289773738250451,0.088,0.057,1,"SLC37A1"
0.011059936286419,-0.382598514686998,0.022,0.02,1,"CAP2"
0.0110803156619743,-0.717943838924568,0.045,0.055,1,"MCTS1"
0.0110936456236813,0.185884937973021,0.145,0.112,1,"AC098850.3"
0.0111085451606975,-0.241948187964277,0.221,0.224,1,"PIK3CD"
0.011133546026734,-0.806996799581896,0.035,0.052,1,"MYRIP"
0.0111403798086971,-0.602751955980628,0.045,0.056,1,"NQO2"
0.011143981206922,-0.654998300314386,0.046,0.047,1,"NOC3L"
0.0111472367168722,0.619267304972318,0.042,0.024,1,"PFKFB4"
0.0111520859708185,-0.340774384507178,0.036,0.033,1,"LMNB1"
0.0111955691020398,0.321840413193106,0.158,0.117,1,"CNNM2"
0.0112175959986584,0.74258855344002,0.028,0.012,1,"ATOH8"
0.011235632168247,0.120637184762237,0.545,0.462,1,"PAN3"
0.0112509150231399,-0.627226351124611,0.065,0.085,1,"CDIP1"
0.011253501477937,-0.239934018387136,0.053,0.049,1,"HMGXB4"
0.0112553401511574,-0.300104721954016,0.046,0.033,1,"IL3RA"
0.0112613779942465,-0.267265308360796,0.045,0.041,1,"MTIF2"
0.0112639610739727,0.175798073043864,0.189,0.144,1,"ENSA"
0.0112654403138661,-0.585635411826583,0.041,0.047,1,"ZCCHC4"
0.0112954125899153,0.360868855782482,0.038,0.02,1,"DACT3"
0.0113193866619423,0.17622542786893,0.177,0.148,1,"RNF217"
0.0113375150565297,-0.987433617788997,0.02,0.037,1,"PLCB4"
0.0113378255166367,0.285740118004794,0.284,0.212,1,"UBR2"
0.0113500354816415,-0.307595176070586,0.137,0.131,1,"GON4L"
0.011360263677776,0.177490895336962,0.047,0.031,1,"TSTD2"
0.0113986479713161,-0.80088261196616,0.022,0.034,1,"EFNB1"
0.0114477385979161,0.717252912582863,0.068,0.036,1,"C3orf70"
0.0114546641365558,-0.228594259903383,0.078,0.071,1,"ZNF490"
0.0114748049306668,-0.509221470094388,0.025,0.026,1,"COQ9"
0.0114877902531196,-0.551442689276824,0.194,0.233,1,"TRIM2"
0.0115155622064635,1.11607007385137,0.013,0.008,1,"TGM2"
0.011549148355567,0.293324899920829,0.358,0.292,1,"SPECC1"
0.0115774789779161,-0.313546658574781,0.164,0.174,1,"NAA25"
0.0116410747294689,0.185341225666485,0.146,0.111,1,"BAZ2A"
0.0116449115614846,-0.101919774809435,0.093,0.083,1,"ANAPC4"
0.0116741481394013,0.38533839083894,0.247,0.172,1,"CASK"
0.0116850764098499,-0.48481927685213,0.135,0.149,1,"ANKMY1"
0.0116942203943186,0.151915534923158,0.068,0.049,1,"UQCRH"
0.0117084576870374,-0.423814085702943,0.052,0.049,1,"RHOU"
0.0117498785048306,0.900587066648499,0.023,0.01,1,"TSPAN31"
0.0117937302680791,-0.487600675107544,0.064,0.064,1,"MEAF6"
0.0117964386196619,-0.183454409065341,0.151,0.153,1,"CXCL16"
0.0117971977321267,-0.745227241043816,0.026,0.034,1,"GTF2H3"
0.0118035168039295,-0.133169762795459,0.072,0.067,1,"BRF1"
0.0118327535546107,0.166753334061103,0.219,0.162,1,"METTL7A"
0.0118359599464,-0.341437376720541,0.255,0.266,1,"TFCP2"
0.0118397693775433,0.25579244322969,0.097,0.075,1,"KIAA0586"
0.0118440635775179,-1.8371608697908,0.008,0.026,1,"SLIT3"
0.0118723139402982,-0.326975908267041,0.059,0.056,1,"CUL4B"
0.0118840597502307,0.354746282605609,0.076,0.049,1,"MIATNB"
0.0118896663147652,0.145376015674389,0.383,0.308,1,"BRAF"
0.0119001891411145,0.266096677054901,0.025,0.02,1,"ASNS"
0.0119112203658772,0.32060140393171,0.02,0.016,1,"ZNF691"
0.0119167330065794,0.106441344403311,0.094,0.076,1,"EXOC3"
0.0119403195144291,-0.535137960349739,0.06,0.067,1,"TRIM23"
0.0119473414458962,0.847493101363589,0.351,0.225,1,"MS4A6A"
0.0119745383132046,0.239290124006141,0.058,0.039,1,"MACROD1"
0.0119851713333878,-0.623248371277977,0.055,0.073,1,"PRR5L"
0.0119881645612536,-0.439648040248012,0.102,0.113,1,"FGFR2"
0.0120275664318684,2.22474666450355,0.02,0.006,1,"LUCAT1"
0.0120281717944934,-0.250501450487493,0.196,0.189,1,"TBCA"
0.0120520552970935,-0.276322894833755,0.035,0.034,1,"PPCS"
0.0120907411848201,-1.26803213802109,0.022,0.044,1,"ADD2"
0.012091784168876,-0.322463924336338,0.042,0.04,1,"ZNF496"
0.0120920645650348,0.328495676170445,0.074,0.05,1,"MCUB"
0.0121206023753158,-0.3811122849855,0.053,0.056,1,"RPGR"
0.0121221926138975,-0.435263539524691,0.03,0.037,1,"FBXO44"
0.0121276407731959,-0.627227484711189,0.017,0.018,1,"STMN3"
0.0121631512389472,0.572537729394149,0.024,0.016,1,"RPL9"
0.0121709017378858,2.00268691530194,0.01,0.002,1,"IL18R1"
0.0121740800440299,-1.10309981025696,0.017,0.03,1,"FFAR4"
0.0121934778749365,-0.61511513623568,0.025,0.029,1,"AC007611.1"
0.0121967850448672,0.152901935800002,0.408,0.344,1,"FAM135A"
0.012213202032204,-0.276365154921987,0.03,0.029,1,"MED29"
0.0122291823795355,-0.298543282812186,0.849,0.839,1,"MT-ND5"
0.012252492728529,-0.126881023117629,0.68,0.66,1,"MGAT4A"
0.0122613145758853,0.387391316073995,0.088,0.058,1,"HSBP1"
0.0122682282937724,-0.211626778060896,0.086,0.086,1,"PRAG1"
0.0122683660382673,0.542144709139586,0.178,0.115,1,"WIPF3"
0.01228155712429,-0.268875721674998,0.105,0.102,1,"SLCO1A2"
0.0122878374498304,0.607834279106788,0.021,0.014,1,"KIAA1211"
0.0122947906409376,0.329409867369253,0.218,0.156,1,"PITPNB"
0.0122994304579556,0.302366507712221,0.097,0.064,1,"KDM5B"
0.012309974482939,0.517730398831313,0.099,0.059,1,"TNFRSF10D"
0.0123258004842003,0.166178407054041,0.052,0.034,1,"PSMD5"
0.012375037170518,0.354729823595875,0.073,0.045,1,"UQCR10"
0.0124089930637134,0.552145010383655,0.031,0.022,1,"TSPAN17"
0.0124338070245731,-0.550825522144062,0.096,0.12,1,"RHOBTB3"
0.0124373802488911,0.461719664291231,0.032,0.026,1,"SH2B2"
0.012467701940113,-0.959391236399763,0.012,0.02,1,"FXYD7"
0.0124784913268375,-0.546515441396281,0.061,0.07,1,"EML2"
0.0125203278281908,-0.384924797433861,0.033,0.031,1,"YTHDF1"
0.0125239959358311,-0.832257475375275,0.011,0.015,1,"PDYN-AS1"
0.0125374501099905,-0.380303231951791,0.046,0.048,1,"EXOG"
0.0125570195028822,0.429879966568288,0.082,0.052,1,"COX6C"
0.0125693506117931,0.239552159431571,0.274,0.21,1,"AFTPH"
0.0125757458432821,0.148621900740078,0.111,0.086,1,"MED28"
0.0126087411954368,-0.323173339377116,0.061,0.058,1,"CFAP97"
0.01262010108968,0.185960230535846,0.177,0.131,1,"LUZP1"
0.0126242792574834,0.630761426486258,0.064,0.037,1,"RAD18"
0.0126309701829725,0.130812804932022,0.348,0.289,1,"ALOX5"
0.0126468228214742,0.931854554570169,0.129,0.071,1,"DUSP10"
0.0126561136626497,0.653300139824149,0.444,0.303,1,"NEDD4L"
0.0126571155596946,0.125368052054929,0.124,0.094,1,"IVD"
0.0126640448058286,-0.492315351119335,0.032,0.033,1,"FASTKD2"
0.0126664631826815,-0.367460677189444,0.014,0.013,1,"PPP1R35"
0.0127019117578812,-0.348132749880914,0.043,0.042,1,"ATXN7L3B"
0.0127130515472401,-0.227271505795796,0.089,0.08,1,"PER3"
0.0127278354413717,-0.365428200639897,0.145,0.14,1,"PABPN1"
0.012760300950571,0.236627536521881,0.113,0.082,1,"LRRC37B"
0.0127665899641597,-0.111864700409237,0.192,0.18,1,"PPP4R3A"
0.0127825276284665,-0.207914885824567,0.361,0.359,1,"TBC1D12"
0.0127971002106445,0.128271563749869,0.349,0.307,1,"TMEM117"
0.0128154635437987,-0.436232048702183,0.033,0.041,1,"USP5"
0.0128369803841371,-0.16381751575871,0.086,0.079,1,"ATG13"
0.012868585676627,0.310475757871236,0.107,0.072,1,"C9orf85"
0.0129329505909944,0.24600944099489,0.273,0.191,1,"INSR"
0.0129332675575053,-0.15567166103445,0.043,0.039,1,"AC087500.1"
0.0130009384488105,-0.508349364669505,0.07,0.079,1,"EFHD2"
0.0130271199480122,-0.105152205690335,0.108,0.098,1,"TCEA1"
0.013041655901239,-0.179204381656658,0.029,0.024,1,"KIF1BP"
0.0130594380368496,1.03465567863784,0.288,0.144,1,"CRYAB"
0.0130615658626486,0.453521515918703,0.015,0.008,1,"CNPPD1"
0.0130646406125696,-0.202565032703202,0.142,0.136,1,"NDUFS4"
0.0130793618563489,0.552001013644545,0.132,0.1,1,"DOCK1"
0.013141972490806,0.257596430343062,0.182,0.136,1,"AKNA"
0.0131686659792563,-0.320005534369171,0.045,0.045,1,"BECN1"
0.0132257108515585,2.09122489879919,0.058,0.015,1,"CLEC1A"
0.0132268281026888,-0.585603880234912,0.057,0.068,1,"DDHD2"
0.0132406772024809,-0.238709910216238,0.159,0.153,1,"TERF2IP"
0.0132542386111918,0.443743041703192,0.066,0.041,1,"NFAM1"
