"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","genes"
1.12263777675079e-94,-0.687820035840209,0.867,0.853,3.22185815549709e-90,"FP236383.1"
1.52487872571421e-81,-0.75233280503756,0.973,0.991,4.3762494549272e-77,"RASGEF1B"
5.50734565842232e-76,-1.03933035344369,0.423,0.584,1.58055313051062e-71,"MAP1B"
5.6893053688699e-69,-0.768686140136357,0.783,0.801,1.63277374781197e-64,"LINGO1"
2.53243579209001e-61,0.989349800736746,0.797,0.512,7.26783747971912e-57,"FKBP5"
5.53265704817054e-58,0.809004319453239,0.966,0.889,1.58781724625446e-53,"NEAT1"
8.65184596063059e-54,-1.87301211702838,0.133,0.251,2.48299327224137e-49,"SNAP25"
6.17043210671055e-49,0.538817052135678,0.773,0.625,1.77085231030486e-44,"SPP1"
1.7886095554323e-46,-1.81623730925982,0.112,0.231,5.13313056313516e-42,"NEFL"
3.77966487283336e-46,1.15691495007592,0.463,0.271,1.08472602185445e-41,"ACSL1"
9.91758691494158e-44,1.12600018171247,0.237,0.123,2.84624826871908e-39,"RGS1"
1.98390258875147e-38,-0.797130577684759,0.871,0.913,5.69360203945785e-34,"SLC26A3"
9.48432307681567e-36,-2.70882576045501,0.024,0.081,2.72190587981533e-31,"AC068992.1"
1.8011607422592e-35,0.452975558278368,0.898,0.792,5.16915121420969e-31,"SSH2"
4.09298130219731e-32,2.17221063097655,0.14,0.024,1.17464470391761e-27,"MTRNR2L1"
9.97987553400538e-32,1.14486071320434,0.492,0.287,2.86412447950421e-27,"HIF1A"
4.29203483782865e-31,-0.366944386867979,0.652,0.661,1.23177107810844e-26,"AL078639.1"
5.11992090110257e-29,0.830532380368591,0.582,0.374,1.46936609940743e-24,"FOXP2"
1.4979793660631e-28,-0.463400844839134,0.994,0.997,4.2990509826645e-24,"MT-CO1"
4.43985460473554e-28,-2.00074492500715,0.049,0.126,1.27419387301305e-23,"NRG1"
1.41891264554889e-27,-1.29139279710689,0.228,0.361,4.07213740146075e-23,"CX3CR1"
4.30354624436929e-26,0.680382469495272,0.249,0.17,1.23507473667154e-21,"MIR181A1HG"
1.94967075084125e-25,-2.07246625868689,0.047,0.123,5.59536008783931e-21,"NEFM"
3.02190517177677e-24,-0.258446827950686,0.993,0.997,8.67256565248216e-20,"MT-ND4"
5.87709208045718e-24,2.81560526225777,0.121,0.018,1.68666665617041e-19,"HIF1A-AS2"
2.12601552933454e-23,0.911098831767887,0.453,0.327,6.10145196763719e-19,"PADI2"
2.12972146126875e-23,0.532964739968651,0.917,0.841,6.11208762169519e-19,"CELF2"
3.65559328687492e-23,0.875952048512681,0.421,0.273,1.04911871740023e-18,"FAM13A"
1.49621184975246e-21,-1.25071655694463,0.114,0.215,4.29397838760458e-17,"SYT1"
2.43570260368497e-21,-1.11124094580114,0.1,0.182,6.9902229023155e-17,"ROBO2"
8.09420548441184e-21,0.522593272202691,0.626,0.456,2.32295603197135e-16,"SRGAP1"
1.68395059510355e-20,-2.18012705356869,0.038,0.108,4.83276981288768e-16,"NEFH"
8.02092086566019e-20,1.18785043662964,0.544,0.288,2.30192407923582e-15,"CCND3"
9.79964513420124e-19,0.198354719858291,0.431,0.367,2.81240015706441e-14,"TLR2"
2.26227501326559e-18,0.342664333589648,0.455,0.367,6.4925030605709e-14,"TLN2"
3.12140107736254e-18,-0.863962190145712,0.702,0.783,8.95810895192274e-14,"AC244021.1"
9.88092709847537e-18,-0.20848115586302,0.519,0.505,2.83572726799145e-13,"TMSB4X"
9.94644269693839e-18,1.41409998017839,0.096,0.024,2.85452958959435e-13,"DDIT4"
1.14716610851179e-17,-0.32946822261833,0.2,0.213,3.29225201481799e-13,"MAP2"
1.80493306380882e-17,-1.12198126113607,0.126,0.207,5.17997739982494e-13,"RBFOX1"
2.34967238130723e-17,-1.15654934463277,0.064,0.106,6.74332476711361e-13,"STMN2"
3.70708404602728e-17,0.578624488867128,0.147,0.092,1.06389605036937e-12,"SLC16A3"
3.76671015307082e-17,0.243857304153837,0.695,0.582,1.08100814682979e-12,"HSP90AA1"
4.95150660271598e-17,0.135318174957255,0.181,0.157,1.42103287991346e-12,"JAK3"
6.06337613679008e-17,0.891751715113081,0.266,0.159,1.74012831749739e-12,"RNF144B"
2.4487631756494e-16,0.250955020456583,0.399,0.309,7.0277054377962e-12,"PHC2"
2.73442203324499e-16,-1.06753323661605,0.068,0.113,7.8475177932098e-12,"KCND2"
2.96448520671221e-16,0.434780101563792,0.786,0.685,8.50777609474337e-12,"RUNX1"
6.71317021679548e-16,-0.74354332175547,0.468,0.534,1.92661272051813e-11,"MAF"
8.42971030594541e-16,0.604522312693718,0.119,0.077,2.41924256070327e-11,"SLC2A3"
1.17647610524793e-15,0.223642214331593,0.557,0.475,3.37636877445103e-11,"PDE4B"
1.37778421739729e-15,0.166687003864402,0.981,0.98,3.95410292550849e-11,"MT-ND3"
2.04913422027669e-15,0.249095345624415,0.329,0.258,5.88081029877208e-11,"TNFRSF1B"
2.33042650487928e-15,0.546199262205894,0.651,0.483,6.68809102635304e-11,"SMAP2"
4.87742312924773e-15,0.668097016438832,0.154,0.096,1.39977166386281e-10,"MAP3K8"
6.52063556729583e-15,0.316824158128102,0.256,0.199,1.87135720145823e-10,"PLSCR1"
9.93222139248046e-15,-0.736636264130766,0.31,0.372,2.85044821742797e-10,"TUBA1B"
1.1940854155824e-14,1.0175293718097,0.37,0.184,3.42690573417993e-10,"IRS2"
1.21839486431888e-14,-0.164209071366666,0.34,0.314,3.49667142110875e-10,"RTN3"
1.27440784362928e-14,-0.390516307177396,0.495,0.521,3.65742307043168e-10,"MYO1F"
1.4046440175215e-14,0.579197072144198,0.575,0.414,4.03118786588494e-10,"FAM149A"
1.90458799938501e-14,0.366704383843343,0.357,0.279,5.46597709943503e-10,"C1QB"
3.03497196465775e-14,0.763602987352245,0.526,0.352,8.71006604137127e-10,"CTTNBP2"
3.29824169258192e-14,0.605183976468384,0.184,0.132,9.46562383354085e-10,"FAM110B"
4.97615723130944e-14,-0.226266254434668,0.193,0.197,1.4281073638135e-09,"TBC1D8"
5.44384402995373e-14,1.23787598103593,0.106,0.035,1.56232879815642e-09,"CEBPD"
8.93991648864944e-14,-0.917388606549161,0.067,0.094,2.5656666330775e-09,"EEF1A2"
1.13024061012774e-13,0.838590980833478,0.725,0.553,3.24367752700559e-09,"AC016831.7"
1.29826000620661e-13,-0.451998474246498,0.218,0.205,3.72587639181236e-09,"ATP1B1"
1.33410975864312e-13,-0.680474815274215,0.67,0.759,3.82876159632989e-09,"C3"
1.59121039068583e-13,-0.184973611638807,0.532,0.527,4.56661470022926e-09,"BACH1"
1.94374110729073e-13,0.758143860428837,0.337,0.202,5.57834260381365e-09,"SEC14L1"
2.09338074562942e-13,0.781520460537694,0.243,0.14,6.00779340188188e-09,"UBXN2B"
2.63529646227306e-13,1.28137807967371,0.23,0.099,7.56303731707745e-09,"PGK1"
3.84260680410704e-13,-0.797640128718661,0.058,0.088,1.10278972671068e-08,"RIMS2"
4.15383577604392e-13,-0.917135675815656,0.534,0.658,1.19210932936684e-08,"ZFP36L1"
4.87212326235259e-13,0.296357311630197,0.731,0.625,1.39825065506257e-08,"ETV6"
6.20981947070349e-13,-1.84020939827739,0.028,0.076,1.78215608989719e-08,"STXBP5L"
6.83788332166933e-13,-0.128952808989321,0.068,0.078,1.96240413448588e-08,"HAMP"
6.84388053407182e-13,-0.510866236399205,0.337,0.374,1.96412527447327e-08,"SOCS6"
8.29778192474244e-13,-1.43350100794656,0.035,0.06,2.38138043458183e-08,"VSNL1"
8.79105167855632e-13,0.342931318163428,0.344,0.262,2.52294392122888e-08,"SRGN"
9.20181562685486e-13,0.616340265476579,0.432,0.289,2.64082906675108e-08,"GPRIN3"
1.56976213747189e-12,-0.349033584814828,0.24,0.233,4.50506035833058e-08,"YWHAG"
1.67045335344365e-12,-0.527035180349443,0.292,0.315,4.79403407904793e-08,"MARCKS"
1.72744869080456e-12,-0.917631978174824,0.102,0.14,4.95760499774e-08,"MAP1A"
1.79176127693088e-12,0.479431500357223,0.353,0.254,5.14217568866394e-08,"CHST15"
1.79678634536314e-12,0.805557975219765,0.316,0.153,5.15659713255767e-08,"ZBTB16"
1.81655953530971e-12,0.571753011382956,0.591,0.468,5.21334421038535e-08,"RAPGEF1"
2.19717555655746e-12,-0.305959371582161,0.191,0.257,6.30567412976425e-08,"CNTNAP2"
2.33115576757327e-12,-0.982689670200709,0.085,0.129,6.69018393735853e-08,"GPC5"
3.18942431321264e-12,1.12154911823125,0.317,0.159,9.15332883648897e-08,"BNIP3L"
4.04295119276572e-12,-0.630771942509627,0.332,0.348,1.16028656281184e-07,"RBM25"
4.56873349550693e-12,0.384860113519646,0.463,0.335,1.31118082587553e-07,"BBX"
4.76293418080455e-12,0.241524731381642,0.067,0.031,1.3669144805491e-07,"GNLY"
6.27133534047796e-12,-0.878383928167954,0.049,0.08,1.79981052936377e-07,"KCNQ5"
6.68787911434688e-12,-0.10081877396491,0.986,0.991,1.91935442702641e-07,"MT-ATP6"
7.24392138478435e-12,-0.560300236361466,0.326,0.355,2.07893299821926e-07,"PRPF38B"
8.4661968227329e-12,-0.329902407790089,0.342,0.352,2.42971382615612e-07,"RYR1"
8.58569233015051e-12,0.308321587961326,0.875,0.833,2.4640078418299e-07,"LDLRAD4"
8.90108750347011e-12,0.169245783587073,0.318,0.275,2.55452310262089e-07,"TBC1D14"
9.79234491819156e-12,-0.284322150981885,0.233,0.226,2.81030506807179e-07,"IDS"
1.3091549866107e-11,-0.752962209702584,0.365,0.459,3.75714389607405e-07,"DLEU7-AS1"
1.34899776145963e-11,0.48734121587365,0.167,0.105,3.871488675613e-07,"HLA-B"
1.36125641050036e-11,0.28128562926309,0.31,0.252,3.90666977249498e-07,"CHSY1"
1.37758285855585e-11,-0.956165946682636,0.063,0.086,3.95352504576945e-07,"NDRG4"
1.38177149648652e-11,0.297104470067976,0.571,0.47,3.96554601776667e-07,"MAN2A1"
1.55214524699817e-11,0.444591571914185,0.47,0.344,4.45450164436006e-07,"RPS6KA3"
1.58278202076939e-11,0.552887958475967,0.125,0.058,4.54242612140606e-07,"DUSP1"
1.63864839833798e-11,2.47189060719286,0.078,0.012,4.70275703839018e-07,"FGL1"
2.02046924270528e-11,1.18646032673244,0.274,0.136,5.79854467963989e-07,"MT2A"
2.12049682703754e-11,-1.0450967676376,0.11,0.185,6.08561384391503e-07,"KCNIP4"
2.36395171049151e-11,-0.221468050798545,0.661,0.639,6.78430501393959e-07,"MAP4K4"
2.95604955886416e-11,-0.543594759790949,0.146,0.18,8.48356662898425e-07,"DPP6"
3.07737892684825e-11,1.18419982765521,0.158,0.064,8.83176978216178e-07,"AC066613.2"
3.09901085416484e-11,0.427004650927659,0.357,0.282,8.89385125036766e-07,"CPVL"
3.45842915234831e-11,0.537156528718384,0.286,0.164,9.92534582432441e-07,"RASSF2"
3.63187678790282e-11,0.466263663879352,0.496,0.359,1.04231231936023e-06,"ATF6"
4.14519897353545e-11,0.358086670612593,0.226,0.155,1.18963065341494e-06,"JDP2"
4.28491852636985e-11,0.222179194575294,0.132,0.098,1.22972876788288e-06,"PTPRG"
4.92348363137195e-11,-0.224133513917557,0.46,0.435,1.41299056736743e-06,"DPYSL2"
6.90329051285813e-11,0.396592665150622,0.518,0.424,1.98117534428515e-06,"RAB31"
6.96980260090773e-11,0.4163264607148,0.284,0.199,2.00026364843451e-06,"MPZL1"
8.81275439861615e-11,0.331272664020285,0.447,0.348,2.52917238485885e-06,"DOCK11"
8.90972977546098e-11,0.313651665980727,0.307,0.226,2.55700334825955e-06,"SLC2A5"
1.16613595693456e-10,0.255111036319282,0.828,0.746,3.3466935828065e-06,"MAML2"
1.19154520652096e-10,0.230974759175267,0.202,0.161,3.41961558819451e-06,"IGF2R"
1.25092992318238e-10,0.547669684441197,0.068,0.052,3.59004378654112e-06,"CEMIP2"
1.25924991382816e-10,-0.11658871970373,0.51,0.462,3.61392132769543e-06,"ITM2B"
1.26546688897639e-10,0.238199366334133,0.444,0.352,3.63176342467335e-06,"TTC7A"
1.28991662306353e-10,-0.3970242822281,0.762,0.814,3.70193171653004e-06,"APBB1IP"
1.40016267640593e-10,-1.31227904948565,0.032,0.06,4.01832686501737e-06,"GRIK1"
1.77549309646042e-10,0.515934173872615,0.144,0.093,5.09548763753175e-06,"TPI1"
1.94737395404736e-10,-0.399718891612039,0.983,0.976,5.58876851072051e-06,"MT-ND1"
1.985283809277e-10,0.189013232684595,0.243,0.209,5.69756600424407e-06,"C1QA"
1.99415644813758e-10,0.275697883534399,0.331,0.234,5.72302959051003e-06,"TXNIP"
2.34883840549115e-10,-0.952550937338374,0.039,0.056,6.74093133991904e-06,"STX1B"
2.68722289429764e-10,-0.59928492153179,0.312,0.374,7.7120609843448e-06,"AC008691.1"
2.92587611580253e-10,0.910092000660698,0.086,0.031,8.39697186474168e-06,"PER1"
2.9502971574866e-10,-0.354084094184431,0.986,0.991,8.4670578122708e-06,"MT-ND2"
2.97256122320957e-10,0.720835457633733,0.516,0.344,8.53095345448913e-06,"SDK1"
3.09202984046073e-10,0.258633178973996,0.48,0.41,8.87381643913824e-06,"PELI1"
3.27169271886011e-10,-1.43059634338224,0.026,0.046,9.38943093385663e-06,"CPLX1"
3.44379962518504e-10,-0.284224018216486,0.472,0.463,9.88336054431854e-06,"ZNF710"
4.25802633823521e-10,0.864923664878691,0.148,0.073,1.22201097881012e-05,"HLA-A"
6.91760896225726e-10,0.521901488105451,0.351,0.261,1.98528459607821e-05,"STAT3"
7.19519393535626e-10,0.397904898063062,0.207,0.136,2.06494870750789e-05,"DARS"
8.22806608415544e-10,0.194358905928696,0.98,0.983,2.36137268549177e-05,"PLXDC2"
8.23804845574176e-10,0.728151090619489,0.451,0.323,2.36423752631333e-05,"SIPA1L1"
9.4632766981694e-10,0.166236937505078,0.502,0.415,2.71586577960764e-05,"DENND3"
1.02464950537377e-09,1.06848657838438,0.324,0.191,2.94064161547217e-05,"GNA13"
1.06393315617775e-09,0.227354772539061,0.342,0.274,3.05338176491451e-05,"AC245297.3"
1.13555672493151e-09,-0.134910368340655,0.627,0.57,3.25893424488093e-05,"ANKRD11"
1.54745999841225e-09,0.39013571670629,0.503,0.356,4.44105544944332e-05,"GNAS"
1.69720465295897e-09,1.31274807228715,0.132,0.043,4.87080763352695e-05,"TSC22D3"
1.72961668424808e-09,-0.416498093583383,0.161,0.179,4.96382692212355e-05,"AC027644.4"
1.75904609402012e-09,0.319625961263521,0.726,0.616,5.04828638522835e-05,"AKAP13"
1.90328033138847e-09,0.424737542416947,0.475,0.378,5.46222422305177e-05,"ALCAM"
1.96291803455486e-09,-1.73464794030419,0.03,0.073,5.633378467369e-05,"MAP7D2"
1.99791423866265e-09,0.720146597995295,0.192,0.111,5.73381407353794e-05,"AIDA"
2.10776286449423e-09,0.681330861079083,0.253,0.176,6.04906864481199e-05,"GBE1"
2.3857422150672e-09,0.386353416182323,0.684,0.543,6.84684158302136e-05,"PREX1"
2.42698237968217e-09,0.123913763737032,0.165,0.161,6.96519673144985e-05,"ERC2"
2.51543529980556e-09,-1.23312329292826,0.041,0.075,7.21904776691197e-05,"CADPS"
2.77405909840624e-09,0.141563578329095,0.051,0.056,7.96127220651606e-05,"LAMA2"
3.07916330512723e-09,0.343746834604821,0.641,0.543,8.83689076938463e-05,"AUTS2"
3.4708657310276e-09,1.18131237192895,0.143,0.058,9.9610375614761e-05,"PDK1"
4.02318813202374e-09,0.485830616318662,0.34,0.22,0.000115461476200949,"GLUL"
4.08418944056026e-09,0.11012928911996,0.413,0.359,0.000117212152754639,"VMP1"
4.99411533064637e-09,0.270193329399169,0.485,0.394,0.00014332611587422,"USP15"
5.00251943975495e-09,0.249468679793322,0.305,0.248,0.000143567305401527,"AGTPBP1"
5.27866084430037e-09,0.21193095010789,0.433,0.344,0.000151492287570576,"NFE2L2"
6.25626654686531e-09,-0.174910087340032,0.121,0.116,0.000179548593628487,"UCHL1"
7.14322449133966e-09,0.705249892071725,0.171,0.123,0.000205003399676957,"GK"
7.78095965563747e-09,1.2293566720907,0.146,0.089,0.00022330576115714,"NAMPT"
8.65929312869256e-09,-1.2809203424291,0.032,0.064,0.000248513053500348,"SNCB"
8.74962841994032e-09,0.618740892744721,0.326,0.224,0.000251105586023867,"REL"
8.90116774524954e-09,-0.407492767182073,0.385,0.408,0.000255454613120916,"TNRC18"
1.1390539039707e-08,-0.179270885336344,0.2,0.186,0.000326897079900551,"PRNP"
1.16229720306299e-08,-0.274990289136093,0.138,0.163,0.000333567674307047,"NRXN1"
1.21857695303752e-08,0.518928278984281,0.206,0.121,0.000349719399752239,"IL10RA"
1.2301086498926e-08,-0.296900831604294,0.118,0.116,0.000353028881432677,"SPTAN1"
1.27102415392936e-08,0.173394073075186,0.175,0.148,0.000364771221936187,"TNFAIP8"
1.30428223321377e-08,-0.202825686297667,0.955,0.965,0.000374315958110019,"MT-CYB"
1.40112035185203e-08,-1.27415516804579,0.018,0.026,0.000402107529778015,"SLC17A6"
1.50847877669355e-08,-1.10902066446707,0.18,0.302,0.000432918324123281,"CIRBP"
1.50926908261805e-08,0.21560657431789,0.79,0.731,0.000433145134020554,"ARHGAP15"
1.5555120441824e-08,-1.28873843704602,0.026,0.051,0.000446416401559908,"TAGLN3"
1.68788280477986e-08,-0.406311655055333,0.296,0.319,0.000484405486143772,"BIN1"
1.8444083904588e-08,-0.178027971276989,0.227,0.202,0.00052932676397777,"AC124312.1"
1.8906864967212e-08,-0.284415700650837,0.204,0.187,0.000542608117694016,"INO80D"
1.98027707049147e-08,-0.367911868313506,0.394,0.414,0.000568319716460346,"CSF2RA"
2.03450528714889e-08,0.262500070055915,0.614,0.5,0.000583882672358859,"CEP170"
2.1683378465591e-08,0.304126849097259,0.454,0.344,0.000622291278583997,"GAPDH"
2.41232247518237e-08,0.363991731013861,0.413,0.325,0.000692312427152589,"PPARD"
2.52325802567572e-08,0.205215468901792,0.329,0.273,0.000724149820788675,"RBPJ"
2.54198544771308e-08,0.379801515589502,0.336,0.25,0.000729524403639178,"RAP1B"
2.77350950802578e-08,0.280570245852279,0.355,0.273,0.000795969493708319,"CYTH1"
3.46687029222715e-08,0.508646415612866,0.49,0.357,0.00099495710516627,"ZNF292"
3.50862284329222e-08,0.591292590289172,0.289,0.175,0.00100693966979643,"ZNF124"
3.77894918450896e-08,0.40100842403766,0.28,0.185,0.00108452062646223,"SNX27"
3.79794742723534e-08,0.493248518824257,0.071,0.042,0.00108997293214227,"STK17B"
4.3115759569744e-08,-0.763001470166304,0.164,0.197,0.00123737918389208,"TMEM30A"
4.32302142905561e-08,-0.127509732865171,0.306,0.277,0.00124066391992467,"MORF4L1"
4.34304078314481e-08,0.358849437722812,0.611,0.498,0.00124640927435473,"DTNA"
4.39384528417115e-08,0.67129426877391,0.42,0.289,0.00126098965810428,"GLDN"
4.82171365600522e-08,-0.774811393155593,0.085,0.121,0.00138378360213694,"DNM1"
5.189634212968e-08,-0.26243418897613,0.258,0.241,0.00148937312277969,"TGFB1"
5.21425670713196e-08,-0.632375201598148,0.105,0.15,0.0014964395323798,"FAM155A"
5.22042253174409e-08,0.867771638697657,0.224,0.126,0.00149820906238524,"MGAT1"
5.73926798534819e-08,-0.42990637935461,0.244,0.268,0.00164711251911508,"ATRN"
5.8748079889737e-08,-0.296580769311887,0.427,0.431,0.00168601114475556,"LRRK1"
6.02497530213106e-08,0.162056617688731,0.51,0.42,0.00172910766195859,"BIRC6"
6.41114613835743e-08,-1.83732834659955,0.013,0.036,0.0018399348302472,"AP000812.1"
6.44593309567724e-08,0.696107310718262,0.487,0.316,0.00184991833912841,"MBNL2"
6.49459016496765e-08,1.54681498391385,0.069,0.022,0.00186388243144407,"ROR2"
6.51390646934411e-08,-0.876353666026839,0.076,0.108,0.00186942601763707,"FGF14"
6.67389418632952e-08,0.951480203530042,0.065,0.033,0.00191534089253471,"AL162414.1"
6.99241685944074e-08,0.235300758927967,0.128,0.107,0.0020067537144909,"LIMK2"
7.08620490910348e-08,0.159462210875759,0.222,0.16,0.00203366994686361,"KIF2A"
7.13912138972519e-08,-0.251728380770838,0.329,0.325,0.00204885644763723,"SON"
7.16201108963757e-08,0.158094103551006,0.215,0.159,0.00205542556261509,"EGLN1"
7.33290580883396e-08,-0.46948403919374,0.324,0.347,0.00210447063807726,"RNF213"
7.35184422940572e-08,-0.169665524585889,0.167,0.164,0.00210990577539715,"PREPL"
7.56273061629248e-08,0.297563597626642,0.393,0.315,0.00217042805956978,"DOCK5"
7.69017645475223e-08,0.125090014232599,0.495,0.412,0.00220700374074934,"RHBDF2"
7.84232262192809e-08,0.174154950632199,0.329,0.252,0.00225066816926714,"MAP3K3"
8.98536132333866e-08,0.382083017479532,0.289,0.201,0.00257870884618496,"VAPA"
9.02940976753014e-08,0.38550099876717,0.067,0.04,0.00259135030918347,"ACADVL"
9.68866026819132e-08,0.392581324115734,0.751,0.616,0.00278054861036823,"KCNMA1"
1.07434224433682e-07,-0.215483537479633,0.226,0.218,0.00308325480702224,"SPARCL1"
1.07936419076869e-07,0.123241621024785,0.627,0.578,0.00309766729108706,"TCF4"
1.09593019040847e-07,0.36604672350721,0.607,0.483,0.00314521005345325,"PIP4K2A"
1.10754406268119e-07,0.25893127646848,0.826,0.743,0.00317854070548874,"MBNL1"
1.12769667184805e-07,0.631546478659272,0.374,0.239,0.00323637667853672,"PPP2R2A"
1.15876517003676e-07,0.161831295624773,0.192,0.154,0.00332554016148851,"ITGA9"
1.27507505194899e-07,-0.105763385740009,0.701,0.681,0.0036593378915884,"FYB1"
1.31982815039447e-07,1.72140200873196,0.066,0.019,0.0037877748088171,"AC078883.1"
1.37847644158115e-07,-0.342153906373501,0.273,0.34,0.00395608953969373,"CCDC26"
1.3909864764924e-07,-0.264783505725936,0.427,0.414,0.00399199208888554,"LAPTM5"
1.40183193933957e-07,-0.915293591637907,0.045,0.068,0.00402311748271062,"DLGAP1"
1.43889004863549e-07,1.46510805171119,0.444,0.22,0.00412947055057899,"P4HA1"
1.48822780455905e-07,0.282769532607192,0.436,0.325,0.00427106497630402,"TET2"
1.50814956411987e-07,-0.16301556357914,0.106,0.095,0.00432823843406762,"RIC8B"
1.55287638139439e-07,0.38018506375894,0.364,0.264,0.00445659992696375,"HDAC4"
1.58408224354268e-07,-0.822007389566226,0.155,0.255,0.00454615763074313,"C22orf34"
1.60154961707257e-07,0.20999644601692,0.532,0.444,0.00459628724603656,"RUNX2"
1.69849340179366e-07,0.364493998757773,0.511,0.376,0.00487450621380763,"PLCG2"
1.72263425324136e-07,0.525693776767261,0.218,0.143,0.00494378804337737,"VGLL4"
1.74487923840566e-07,0.319359606807298,0.929,0.885,0.00500762892630041,"ELMO1"
1.75324941825069e-07,-0.688695612205435,0.034,0.045,0.00503165050543766,"THY1"
1.75513456285849e-07,-0.37319615483778,0.177,0.185,0.00503706068194759,"AP2A2"
1.79375938686276e-07,-0.211131801620976,0.381,0.34,0.00514791006435744,"LUC7L3"
1.85395350686061e-07,-0.860771346355665,0.023,0.031,0.00532066116933927,"INA"
1.91806460255009e-07,0.137208862958462,0.513,0.422,0.00550465360285851,"SUSD6"
1.9518268194698e-07,-0.55456286616165,0.071,0.1,0.00560154778919639,"GRIN1"
1.96868377241343e-07,0.213857201278166,0.53,0.441,0.00564992555844931,"KDM4C"
1.99643029093406e-07,0.147156243419591,0.686,0.605,0.00572955529195167,"RERE"
2.14161585956515e-07,-0.468659627456873,0.115,0.129,0.00614622335536602,"KIF1A"
2.17187240451063e-07,-0.89425568028357,0.042,0.065,0.00623305661370507,"PRKAR1B"
2.21226019950458e-07,0.162051512176899,0.4,0.327,0.0063489655465582,"DLG1"
2.22158387911041e-07,0.239579291305891,0.232,0.176,0.00637572357465896,"NLRP1"
2.2733808062155e-07,0.180643915340061,0.462,0.382,0.00652437557575786,"RAB1A"
2.31227538921352e-07,0.77177651383091,0.433,0.289,0.00663599913950388,"ARHGAP6"
2.38651066955965e-07,0.574549726164055,0.579,0.454,0.00684904697056923,"FTL"
2.45840434895916e-07,0.192627809848184,0.544,0.468,0.00705537464107789,"VTI1A"
2.46279915061443e-07,0.129642074443831,0.091,0.082,0.00706798728234836,"FRRS1"
2.47792172984716e-07,0.530075579125404,0.458,0.327,0.00711138757248837,"PHF21A"
2.61669717458971e-07,-0.181494219329895,0.093,0.089,0.00750965922135501,"HAPLN2"
2.61880678117239e-07,0.19699417031701,0.241,0.202,0.00751571358128663,"INVS"
2.66556615796427e-07,0.111588647739962,0.119,0.094,0.00764990831674165,"SIRPB2"
2.68085132663138e-07,1.04006539444271,0.353,0.208,0.00769377522229939,"FAM49A"
2.68321900616285e-07,0.435047454294168,0.333,0.233,0.00770057022578676,"PRKCE"
2.7279116734778e-07,-1.51256101478909,0.025,0.054,0.00782883371171394,"DOK6"
2.73743585422835e-07,-0.689129469763021,0.044,0.05,0.00785616715804995,"NAP1L3"
2.74897873636237e-07,0.483240133091791,0.353,0.254,0.00788929407548637,"ASAP1"
2.81609041635303e-07,-0.121024655793284,0.284,0.304,0.00808189788589155,"ST18"
2.92547783805043e-07,-0.26692717249443,0.117,0.139,0.00839582884742092,"KIRREL3"
2.92743136901803e-07,0.389076762656551,0.145,0.111,0.00840143528594485,"BCL6"
2.9665339661763e-07,-0.134784306894463,0.123,0.126,0.00851365582952937,"CPA6"
2.98790390996234e-07,0.337846607729324,0.382,0.266,0.00857498543120093,"NEK7"
3.02326687376148e-07,-0.417896384218184,0.06,0.066,0.00867647360100806,"PCDH7"
3.08869933125255e-07,1.21058677005859,0.063,0.019,0.00886425821076169,"ALOX15B"
3.10454522714078e-07,0.571745278470084,0.378,0.26,0.00890973434737131,"PRKCH"
3.13335271384848e-07,0.19175755355897,0.276,0.216,0.00899240895347376,"USP53"
3.15616839138323e-07,0.376627243614103,0.695,0.575,0.00905788766643074,"ADAM28"
3.19837873287976e-07,-0.107596734869611,0.178,0.145,0.00917902712549162,"LHPP"
3.54758685904397e-07,-0.392537348644481,0.169,0.185,0.0101812195267703,"DYNLL2"
3.54878389448393e-07,0.156721986880534,0.431,0.338,0.0101846548987794,"SCAF11"
3.55477469003178e-07,0.251853630523183,0.28,0.216,0.0102018478829222,"CUL1"
3.55710364903918e-07,0.613346658358845,0.578,0.411,0.0102085317623776,"RIN3"
3.64844902869363e-07,0.539151640025898,0.44,0.285,0.0104706838674478,"HNRNPA2B1"
3.71146812212854e-07,0.219934299827901,0.603,0.565,0.0106515423636967,"IMMP2L"
3.80639859771242e-07,-0.327187325495562,0.557,0.553,0.0109239833355749,"PSAP"
3.86170904446251e-07,-0.262599236688082,0.361,0.377,0.0110827187867029,"ALPK1"
3.87592362620328e-07,0.130900032145684,0.341,0.289,0.0111235132148408,"UBR3"
3.9683482782302e-07,0.302806145515683,0.319,0.247,0.0113887627236929,"CHD1"
3.97500194386177e-07,-0.236242337393005,0.226,0.219,0.0114078580786889,"RASA3"
4.10488393081075e-07,-0.51724778544177,0.377,0.404,0.0117806063930338,"RTTN"
4.14037649816111e-07,0.285471803296615,0.254,0.203,0.0118824665120726,"PHLPP1"
4.26140344388361e-07,-0.528729039508845,0.062,0.068,0.0122298017436016,"PWAR6"
4.26395954600421e-07,0.790827591738089,0.144,0.076,0.0122371375010775,"MCL1"
4.29960476854202e-07,-0.866041929078288,0.184,0.336,0.0123394357252387,"NRXN3"
4.31457893468837e-07,0.324840865372464,0.425,0.359,0.0123824100846622,"EPB41L3"
4.38489872724692e-07,-0.123772870025295,0.204,0.168,0.0125842208573259,"PRKAR1A"
4.39772838633719e-07,0.135145058107844,0.383,0.325,0.0126210406959491,"ST8SIA4"
4.40625419054477e-07,0.35036324993009,0.621,0.483,0.0126455089014444,"NIPBL"
