gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
OPA1-AS1,6.199402279252932,-0.6376370354947488,0.3434588010358342,-1.8565168036798159,0.06337993014976377,0.4929901158540986
ZNF282,18.659318770750534,-0.3080387145105284,0.16592540583185003,-1.85648914321594,0.06338386908758704,0.4929901158540986
TONSL,8.040662591395373,-0.6934856331388866,0.37358669242285575,-1.8562910489165476,0.06341208425638163,0.4929901158540986
DNAJC12,8.971748159501436,-0.731577688244125,0.3940870807935663,-1.8563858697701017,0.06339857734147353,0.4929901158540986
AC008781.1,3.8226932088198224,-0.6413808990965492,0.3455114717657428,-1.8563230211105874,0.06340752965810842,0.4929901158540986
AP003063.1,5.642389369267076,-0.6185447018771638,0.3334905680450846,-1.8547592080431574,0.06363061956814124,0.4942329112142794
BICD1,269.5542640621201,0.37353892453910936,0.20143307250389345,1.8544071233977195,0.06368093646374265,0.4942329112142794
BBS2,49.27112569900561,0.25408505268478776,0.1370023055483376,1.854604210256452,0.06365276646447203,0.4942329112142794
CSTF2T,12.920814291481921,-0.4359301281372733,0.235154094357152,-1.8538062427915145,0.06376688503804086,0.4942629183228409
PHLDB1,26.806248384688832,0.6638245634192287,0.3580672401595942,1.8539103524895364,0.06375198656858624,0.4942629183228409
SDC3,28.823740197978537,0.4097649453013932,0.22105744486784287,1.8536581997786472,0.06378807547375848,0.4942629183228409
URB1-AS1,3.3042733813033864,-0.7542317716389575,0.40695983782454415,-1.8533322002259482,0.0638347585842337,0.4943578553141464
SRSF9,36.17541906095033,-0.207456621850484,0.11197614307952214,-1.8526859038460937,0.06392739159882375,0.49480834963660997
APBA3,7.178507695370607,0.5113796549432704,0.2761883253259251,1.8515614457627783,0.06408882363361373,0.49552360244018634
KTN1-AS1,10.956446891419748,-0.48202133255401763,0.26030976383696897,-1.8517220616277221,0.06406574434450375,0.49552360244018634
AC010997.3,7.231928579980431,-1.0767465655093178,0.5821462046145571,-1.8496153663360888,0.06436900647162012,0.49639566244556577
GTF3C2,52.891465418080244,-0.1958340977600209,0.10588048317807462,-1.8495769180676875,0.06437455215226594,0.49639566244556577
DLK1,8.88398032525387,-1.6242907628678243,0.8780543737947437,-1.8498749181648317,0.0643315796906613,0.49639566244556577
CCDC144NL-AS1,16.951468930817416,-0.4929691945545303,0.2664374543813041,-1.8502248330635673,0.06428115119693525,0.49639566244556577
PPP1R16B,19.997493087209286,0.7965773104925657,0.4305621458451132,1.8500867254111086,0.0643010508822223,0.49639566244556577
SATB2,44.372093884227056,0.47249097338479745,0.2554919763313369,1.849337815493836,0.06440904855384379,0.49639566244556577
AKR7A2,10.193357995209464,-0.5705852214286344,0.3086280931306058,-1.84877927229772,0.06448969154432947,0.4967505317561602
AC004817.3,3.401662028116764,-1.224521741834478,0.6625196410123696,-1.848279909050448,0.06456186061932927,0.4970397827197478
AAGAB,67.57256158866808,-0.2186671534221105,0.11834661101427078,-1.8476841165797524,0.06464805304685899,0.4972311113855267
IL2RA,3.8860566219606913,-1.4880694736804803,0.8053939172175055,-1.8476293921134876,0.064655974714917,0.4972311113855267
SLC9A6,48.55487309760067,-0.2581671512072394,0.139760887861714,-1.847206004176806,0.0647172895276127,0.4972677275098351
DTWD1,62.8848591393062,0.2193064001901136,0.11872894402753893,1.8471182573580873,0.06473000297505793,0.4972677275098351
ASMTL-AS1,12.853996871199001,-0.42501643308752335,0.23015499860575855,-1.846653062771626,0.06479743844447547,0.4975195835218068
GPRC5C,12.347881674609829,0.451696912435788,0.24468488424357138,1.8460352131362014,0.06488709268208201,0.4975771697582628
CLCN6,72.03938244980117,-0.31492872844353426,0.17061123892742658,-1.845885009823394,0.0649089036744133,0.4975771697582628
MAGEE1,5.498194966440542,-0.911560807437287,0.49379299037147617,-1.846038370758418,0.06488663422930632,0.4975771697582628
CNTN5,35.5490801537971,-0.5959045877745835,0.3229986220019405,-1.8449137153625488,0.0650500912056894,0.497961082640907
DUSP8,3.599762194698335,-0.7734292825088844,0.419242677023238,-1.8448247874011512,0.06506303043838567,0.497961082640907
BNC2,937.6523151582425,0.28718684525507965,0.1556375491583422,1.845228524916581,0.0650043027132069,0.497961082640907
ARAP2,234.4060135469824,0.3254076131859111,0.17645699285770208,1.8441185464852918,0.06516586559161759,0.4984824177754104
SIRT2,61.432270209327136,0.28186385163251826,0.1529313510201193,1.8430743582160396,0.06531815457213531,0.49889107923470916
KCNJ16,6.017889015041439,0.6998828152983054,0.37979323200925286,1.842799598075129,0.06535827552865914,0.49889107923470916
AQP1,22.59354826693067,0.6843313310988899,0.37133308618665406,1.8429042726209004,0.06534298837274471,0.49889107923470916
GPR84,8.017188990224996,-1.07056896238221,0.5808180463706405,-1.8432088484024862,0.06529852348481706,0.49889107923470916
GPATCH2,153.52604386982594,-0.30842728514001944,0.1673917620857894,-1.842547574007545,0.06539509439074648,0.4989068890873209
PTN,15.479306596225841,0.47789580394892534,0.25941398074309147,1.842212985514476,0.06544400173178737,0.4990148576022321
GAR1,14.16522870735258,-0.4829727275503539,0.26223568875754877,-1.841750563543197,0.06551164433920864,0.499265493323969
NR2C2,185.92561080868313,0.20092269261271312,0.10920072013025492,1.839939263889945,0.06577715470508727,0.49970160823512066
AC006547.1,17.604780286428134,-0.5663984761794859,0.3079387238760071,-1.8393220217654362,0.06586783586377612,0.49970160823512066
TVP23B,35.021321220848215,-0.2914415398944246,0.15845902848042387,-1.8392233165207719,0.06588234654123708,0.49970160823512066
ZNF274,33.1753482210991,0.28938959285422383,0.15732996697690677,1.8393799885351854,0.06585931538529848,0.49970160823512066
APOLD1,38.94431625366211,0.48732386851557674,0.26494263641946325,1.8393561530958513,0.0658628188231098,0.49970160823512066
DAPP1,65.65074272105802,-0.28690908292685563,0.15595669436471452,-1.8396714812119623,0.06581648293182038,0.49970160823512066
AC012254.1,5.5508728530742655,-0.5399680614894258,0.29345552022203747,-1.8400337505352407,0.06576328243375201,0.49970160823512066
FAM43B,3.596819438979408,-1.1153337610664216,0.6058163843906407,-1.841042582874806,0.06561531869746536,0.49970160823512066
AC110285.1,9.964439601773968,0.9201924959590151,0.5000989226023423,1.8400209525960398,0.06576516125104265,0.49970160823512066
CDH19,12.083659890587438,0.8155021525647246,0.4434515057357844,1.8389883493836057,0.06591689970729339,0.49970160823512066
NDOR1,18.239107999496234,-0.29920929558805714,0.16275686253632082,-1.8383820560640605,0.0660061273547905,0.4998501986076382
RNASE2,9.276232040528804,-0.7596854581129376,0.41319757594737244,-1.838552552906787,0.06598102543285789,0.4998501986076382
LRRC20,16.519500552487496,-0.42333855315095476,0.23033085110511514,-1.8379585327792562,0.06606851592843249,0.49992313191009197
COX6C,64.95880992245952,-0.5899226677600458,0.3211492700053645,-1.8369111278073018,0.06622301626997511,0.49992313191009197
RIMBP2,7.00964162576539,-0.674970268890235,0.3675741380375833,-1.83628334815335,0.06631576121643924,0.49992313191009197
CDKL3,42.48282758652576,0.23580531074824512,0.128367114564537,1.8369604360756526,0.06621573624788822,0.49992313191009197
SNTG1,19.408392567057703,-0.5891775362093149,0.32081676899977773,-1.836492331888434,0.06628487515708385,0.49992313191009197
GDAP1L1,5.030122801525666,-0.7325375260079829,0.3989436535425014,-1.8361929548277478,0.06632912427139749,0.49992313191009197
PPP2R2C,15.004887505297846,-0.4407655990013708,0.23990764801382314,-1.837230295284186,0.06617590509522375,0.49992313191009197
MCM3AP-AS1,14.305717847835592,-0.5319606661885015,0.2896752595032613,-1.8364035199302633,0.06629799937816956,0.49992313191009197
EEF2K,74.44444145582654,0.2211092843769925,0.1203325918807607,1.837484599318636,0.06613838795142753,0.49992313191009197
MMAB,12.207864895767797,-0.4632799264097466,0.25234058639600887,-1.8359310843587466,0.06636784971233499,0.49995256357277323
SLC40A1,54.27772143817849,0.404423440176047,0.22031788862255017,1.8356359653977414,0.06641151426466978,0.5000191514484157
GVQW2,5.655770115771896,-0.6498931909436999,0.35418095604105293,-1.834918506652772,0.0665177651222689,0.5005566413131745
CHAF1B,3.658215203916795,-0.6607610755235754,0.36029462778658955,-1.8339465108954076,0.06666193450329258,0.5008904882016673
AC005410.2,4.6298691178499265,0.5328505636359545,0.2906282068614917,1.8334440740980855,0.06673655829013717,0.5008904882016673
FHL1,8.38808044650884,-0.7209735669930288,0.3931126885116551,-1.8340124551122272,0.06665214532557749,0.5008904882016673
AC027682.4,7.078580330604127,0.4839730388209767,0.2639654347443759,1.8334712622114941,0.06673251845045836,0.5008904882016673
USP6,21.1029077336076,-0.4721751734229063,0.257483816360357,-1.8338052468590171,0.06668290861743568,0.5008904882016673
SLC25A53,50.35833744424785,0.22912580602413016,0.12504511599538384,1.8323451036071536,0.06690002127662573,0.5018550185422112
YME1L1,118.27831673925897,-0.22141307401013008,0.12087459713980357,-1.831758527013279,0.06698740464825084,0.5019859895300551
AC136604.2,8.491776856148418,-0.5062239854292016,0.2763503375336948,-1.8318196747904414,0.06697829096896062,0.5019859895300551
SOD1,83.24072999117995,-0.6592796512885413,0.3602848847504336,-1.8298842921073941,0.06726724276448734,0.5031810844317031
MAGED1,93.88095608909799,-0.2809944556142171,0.15353780528749422,-1.830132032225319,0.06723019811227067,0.5031810844317031
AC090833.1,60.43193228111942,-0.8561909039264192,0.46792735293435367,-1.829751773554763,0.06728706519772042,0.5031810844317031
PKDCC,30.48440875319405,0.7634734475614576,0.417165268696405,1.8301462390366943,0.067228074272754,0.5031810844317031
DCAF15,26.213903596257605,-0.2806179775889112,0.15339275306257902,-1.8294083128844338,0.06733846322026715,0.5033033081294096
C12orf43,9.795754776709652,-0.3566223746864597,0.1950786468032991,-1.828095388861538,0.06753523688476462,0.5043463338152044
FGFR1OP,58.408504879029785,-0.24075637171137249,0.13170593874081502,-1.8279841745417307,0.06755192677357486,0.5043463338152044
TCN2,3.6784296732728476,0.7512271026879586,0.4111863011718895,1.8269750245738872,0.06770352466172684,0.5043463338152044
LINC02018,8.271054792014173,0.45193105468285316,0.24731205928747377,1.8273716857354365,0.06764390354333831,0.5043463338152044
KCNQ3,2290.2409360332413,-0.32773314783970253,0.17939897836151308,-1.8268395440874594,0.06772389828637095,0.5043463338152044
TMEM241,90.74584655073052,-0.21669219469839932,0.11859955534307308,-1.82709112248839,0.06768606980995712,0.5043463338152044
RAB4A,57.3738743950495,-0.18897852553134856,0.10339589364499613,-1.8277178993219545,0.06759190037941695,0.5043463338152044
PLEKHG1,60.302678801349586,0.6499421303353105,0.35595153400524904,1.825928724121543,0.06786099882025502,0.5048436378555552
OAT,40.51420006036711,-0.3905290054695635,0.21387453641685877,-1.825972422955442,0.06785441587457725,0.5048436378555552
LINC00685,25.50620646201578,0.38972745239515666,0.21355276152412225,1.8249703240252142,0.06800550771803913,0.5056566959169373
SDF2,22.05004046057637,-0.34656921114541867,0.1900246453532761,-1.823811908719048,0.06818051289209776,0.5062522399856609
CDKN2B-AS1,37.78355705381235,0.4906286661023437,0.26897760579673524,1.8240502388630404,0.0681444774396538,0.5062522399856609
LCP2,301.4787495740062,-0.4747182370836478,0.26029928725901963,-1.8237400573873388,0.0681913798671311,0.5062522399856609
KLHL17,3.8092639154355874,-0.5798349356262887,0.31805218566420046,-1.8230811224120262,0.06829110527199767,0.5067305888864819
CCDC59,28.812814631177798,0.34013641992070437,0.18665248016177696,1.8222978854923253,0.0684097988767149,0.507349117909025
CTNNA3,226.9963250773278,0.5461633662180108,0.29998129904644655,1.8206580475319811,0.06865885309753918,0.5081541572704106
PSMD4,56.82710035119627,-0.33651606049738053,0.18483308692580872,-1.8206483811659586,0.068660323405717,0.5081541572704106
SBDS,27.982443707190658,-0.4633365241665008,0.2544417683798844,-1.820992390976996,0.06860801351872489,0.5081541572704106
GNAZ,7.170221975504071,-0.8321576253117214,0.4571243672366956,-1.820418435232608,0.06869530709443286,0.5081541572704106
PDS5A,375.9378890942184,0.20995538161380878,0.11529081982811218,1.821093664932148,0.06859262011534632,0.5081541572704106
AGPAT5,140.6045014383131,0.28833067929214706,0.1586547533533743,1.8173466170909072,0.06916405618013598,0.5082547557661504
SEPT3,15.354333269875896,-0.5866783534069087,0.32277425426264356,-1.8176119862692786,0.0691234583292846,0.5082547557661504
LINC02241,39.37520892007145,0.3534438861472084,0.1943857771741854,1.818260015137291,0.06902440104805194,0.5082547557661504
APEH,12.336765315498154,-0.5519250129605492,0.30338918420397915,-1.8191980521938143,0.06888121990874085,0.5082547557661504
AC090502.1,10.92176312464807,0.8140492438135342,0.44776996053228973,1.818007717279264,0.06906295326634289,0.5082547557661504
HSPE1-MOB4,10.321146484944823,1.2442758267930398,0.6843204213944563,1.8182649353902796,0.06902364938762542,0.5082547557661504
TRIM66,69.86694344526137,-0.3584652431060001,0.1971303988924113,-1.8184168708634392,0.06900044171961839,0.5082547557661504
ZMIZ2,51.2573797662484,-0.23332397376298997,0.1282574258530571,-1.819184910434007,0.06888322416842177,0.5082547557661504
IPCEF1,969.2405203788686,-0.4644668374989038,0.2554058985508093,-1.8185438947742423,0.06898104413526719,0.5082547557661504
MRTO4,12.698069593885085,-0.4857078554087128,0.2672885259272247,-1.8171668750979517,0.06919156536819208,0.5082547557661504
ZNF397,86.07157913648611,0.22298054791710398,0.12271349995363602,1.8170824563014758,0.06920448861420979,0.5082547557661504
NDUFA4,60.53030043140767,-0.6194010838840937,0.34064901129198827,-1.818297025242713,0.0690187472290076,0.5082547557661504
GHDC,12.786909403004941,0.3334063729650159,0.18337391513952908,1.8181777528790135,0.06903696913863383,0.5082547557661504
GSE1,153.6329811912738,0.2526477128095408,0.13891241576965366,1.8187554468024256,0.06894874836392369,0.5082547557661504
PTPRG,76.11233717559797,0.8260786187724236,0.4547679594044112,1.8164837730747367,0.0692961948941276,0.5084081585538498
AP001636.3,38.30143989645962,0.8132755514086955,0.44766596572877776,1.8167017679906126,0.0692627908910381,0.5084081585538498
IL12RB1,17.720675657732112,-0.389186529745182,0.21448194666682668,-1.8145421364985044,0.06959430170736175,0.5085981606659936
PLCE1,12.052917375162151,0.4258584043808941,0.23473099192111374,1.8142402112969076,0.06964075188548423,0.5085981606659936
ZNF341-AS1,5.158765322561548,-0.6661277274694561,0.36696829303749223,-1.8152187535215734,0.06949029882726203,0.5085981606659936
AC003002.2,4.659787749028453,0.5660735695556731,0.3120268413219834,1.81418229007913,0.069649665779543,0.5085981606659936
LINC00632,11.340123689912687,-0.5445484779083507,0.3001847208511966,-1.8140446201400329,0.0696708565114068,0.5085981606659936
RNF125,107.71886851496735,0.4311046332547445,0.2374337304523145,1.8156840329025044,0.06941885476254525,0.5085981606659936
CORIN,4.463929911679911,0.5585545625752074,0.30791165830318407,1.8140091403269596,0.06967631857013577,0.5085981606659936
AC023051.1,64.69808648605928,-0.6134408598094286,0.3380500340354183,-1.8146451650561202,0.06957845693228444,0.5085981606659936
PKD2L2,14.85993440581318,-0.57303959832942,0.3156426461445645,-1.8154695042917854,0.0694517883246711,0.5085981606659936
EDIL3,109.77421808320338,0.7025696693395139,0.38723663094236194,1.8143161395392051,0.06962906818542677,0.5085981606659936
FAT3,30.777802768233247,0.6390500822807159,0.35234937977451364,1.8136830060256577,0.06972654287813701,0.5087061497176276
MYPOP,21.5338027069538,0.3058453698416537,0.16866062483662733,1.813377426639502,0.06977362871888775,0.5087911432939514
COPS8,25.29040586763953,-0.43337671477567247,0.23911870694328696,-1.8123915117961003,0.06992572346795209,0.5091891363736152
SPG7,121.47286173687093,-0.2321365471854257,0.12806978115657486,-1.812578619944868,0.06989683783392535,0.5091891363736152
AC006064.2,11.00192183936883,-0.621193407721938,0.3427587835146277,-1.8123340308080762,0.06993459931249263,0.5091891363736152
SLC24A3,7.131396051397672,0.5821320535203393,0.32129010907928746,1.8118579970872417,0.07000814092340206,0.5094662379007636
SUPT4H1,16.306805959954406,-0.4616130561161954,0.25501593601000694,-1.810134156079099,0.07027498533467685,0.5098576247778122
ATP6V1D,44.484374558200074,-0.4414013772204152,0.24381989850808622,-1.810358301030038,0.07024024136949476,0.5098576247778122
INTS6-AS1,40.53580991029674,0.3449515134723746,0.19052109852296223,1.8105685729646364,0.07020766062862664,0.5098576247778122
ORC1,3.836055553772382,-0.8972117194080774,0.49553342710610376,-1.8105977726825806,0.07020313723739796,0.5098576247778122
ITGA1,3.7076117880798014,0.6095209917375021,0.33653732495051575,1.8111542065270938,0.0701169845602635,0.5098576247778122
FAM196B,61.57589083293134,-0.44450669432602624,0.24550806000403655,-1.810558457097978,0.07020922775510506,0.5098576247778122
TLR5,178.93614713849632,0.41372626189863676,0.2286266815378981,1.80961495445603,0.07035551921838504,0.5101841136048345
COX7A2,41.01458994264605,-0.5339193727611863,0.29510676348562176,-1.8092413960793547,0.07041350905639844,0.5103468768459207
ANKRD54,13.52684420821319,-0.35536166677512504,0.19649553893191785,-1.8084973771249402,0.0705291246664001,0.5108741174549888
AC084032.1,5.228778141820916,0.9740970453125951,0.5386764987750631,1.8083154686118061,0.07055741572038186,0.5108741174549888
ALOX5,485.980292894748,-0.2841358511698192,0.1571534040847457,-1.8080158862903002,0.07060402810826466,0.5109539493843065
EPN2,148.08067571060857,0.2517121311265441,0.1392804039226857,1.807232920334357,0.07072597003604345,0.5115785782254467
SH2B3,256.6825843280244,-0.4407281296225793,0.24396328910664888,-1.8065346275517478,0.0708348703247705,0.5118174159129751
SLC36A1,58.50382020651908,0.3192479654435348,0.17673789997532824,1.8063356274353168,0.07086592999268662,0.5118174159129751
NFASC,49.54321715856812,0.5259442139052206,0.29114129539116074,1.8064912887008768,0.07084163364275044,0.5118174159129751
TRAF3IP2-AS1,294.16129162500124,0.24709322885781015,0.13687839107279187,1.805202610296654,0.07104298263466621,0.5123230259510484
ZNF562,111.50350589961928,0.24046927718627437,0.13318710087504107,1.805499748897513,0.07099651477357354,0.5123230259510484
POLR3H,14.746795996369896,-0.44026929712283636,0.24387355485541984,-1.8053179131449881,0.07102494810070942,0.5123230259510484
TPTE2,10.657323012689941,-0.48439242714036157,0.26843796109662976,-1.8044855696322122,0.07115521934822348,0.5123604009036072
GEMIN7-AS1,44.85987782380478,-0.4576506870771853,0.2536072740010608,-1.8045645136947888,0.07114285530069998,0.5123604009036072
THBD,10.790853517683919,-1.2554643777288812,0.6956162315661087,-1.804823293013637,0.0711023381945517,0.5123604009036072
AC114760.2,4.443237203022827,-0.7228500399661112,0.4006494648703989,-1.8041956956062253,0.071200633897913,0.5124304268201678
CD36,6.03840171573,-2.0078926538502415,1.1131047137587484,-1.803866814174167,0.07125218850460993,0.5125445503753454
SLC25A27,33.66042190915926,0.28176669724002273,0.1562641431745726,1.8031436484135919,0.07136565772344038,0.5129152676904141
SLC27A1,72.28349274609077,0.23207191619839398,0.12870838909632548,1.8030830610793454,0.0713751709740526,0.5129152676904141
GCNA,28.094340830536137,0.4105339542375973,0.22780603323451612,1.8021206392500193,0.07152642714044831,0.5133279197306284
CASC4,207.1827806017758,0.19742168610273408,0.1095394783906203,1.8022879878861922,0.07150010743976622,0.5133279197306284
S100B,88.66582441922706,-0.8891857625582151,0.49343415017406217,-1.8020353115903083,0.07153985007528817,0.5133279197306284
CCL3,18.873012912073552,-1.8493068105886927,1.026507211265626,-1.8015526732721154,0.07161581300262734,0.5133598817232768
PEX11B,15.21685440479254,-0.4134285750511139,0.22947604154205717,-1.8016197781385508,0.07160524734653266,0.5133598817232768
MPI,15.291391851115483,-0.40549781999500023,0.22511540846055259,-1.8012886046672207,0.07165740298920555,0.5134016926741582
BTBD3,45.61829433214398,0.1962917687250972,0.10904386866140052,1.800117431037008,0.07184209778754139,0.5136996215306371
SLC37A4,14.538866028189826,-0.3660619946193716,0.2033453267826984,-1.8001987083310633,0.07182926772822747,0.5136996215306371
KLHL23,26.801752451313664,0.3957714762978167,0.2198066276646604,1.8005438712321742,0.07177480281225951,0.5136996215306371
KANSL1L,284.34541324291945,0.2532371471644845,0.14067200743299615,1.8001957303773068,0.07182973778116333,0.5136996215306371
TAF2,111.19404205133351,-0.20737334923321687,0.1152331979736337,-1.7995972764781345,0.07192425144963965,0.5137753245342916
HIST1H1C,17.725866384743338,-0.7084916964978869,0.3936872178138293,-1.799630936539386,0.07191893282262675,0.5137753245342916
RUNX3,26.49391928809106,0.4558351578265508,0.25348045231881333,1.7983049724608637,0.07212869219770661,0.514979494069951
AC068631.1,9.722155375702652,-0.5440443254588015,0.3025794449570765,-1.7980214271857724,0.07217361228257324,0.5150440979886614
CHSY3,439.06442001313434,0.3087718032804419,0.1717639404878906,1.797652070646402,0.07223216119888246,0.515205847239719
MAP3K3,299.86913974635877,0.20313115326844458,0.11302961539584253,1.7971498226996194,0.07231183792343422,0.5152622178186941
FSTL4,4.18630356136086,-0.6497288665703397,0.3615029819260378,-1.7972987749884504,0.07228820059667912,0.5152622178186941
RPH3A,6.416898901452214,-0.6687338732417389,0.3721737207997049,-1.7968325968980376,0.07236219976521441,0.5153128253646385
SCLT1,283.41331887285276,-0.22226217767918816,0.12370901590806954,-1.7966530252278081,0.07239072076615656,0.5153128253646385
ADGRG5,32.43409252502229,-0.5940441472602958,0.3307848479090861,-1.795862630998034,0.07251636689554465,0.5154481660060123
USP5,25.646369296776463,-0.4023091162614774,0.22402081867467513,-1.7958559326832657,0.07251743246497735,0.5154481660060123
ZSCAN23,3.2520463059546123,0.9504132017527127,0.5291064392744802,1.7962608866675966,0.0724530353264836,0.5154481660060123
GABRG1,5.464278508214294,0.7114633665573765,0.39622353717135295,1.7956110624737904,0.07255639527370132,0.5154699274318671
LAMC1,4.867079618259314,0.6611804370642489,0.3684353082020832,1.7945631766149783,0.07272332448051716,0.5155039599930521
TCERG1,152.518113598917,-0.19695937178757836,0.1097875803806869,-1.7940041223663414,0.07281251085568391,0.5155039599930521
ST14,16.585575422207587,-0.7750364643521949,0.43186754807724964,-1.7946161220096153,0.07271488269588576,0.5155039599930521
GPR162,7.476635614685325,-0.6284851712001926,0.3502850589122179,-1.7942106156394535,0.07277955839749801,0.5155039599930521
EFCAB13,119.66879329954747,0.3016397213274567,0.16803945044244803,1.7950530100713793,0.07264525446397409,0.5155039599930521
RELL2,10.619470207431693,-0.5754636359010958,0.32076681497763004,-1.7940248461837554,0.07280920317150383,0.5155039599930521
NDUFAB1,29.001877164783902,-0.5043173795180022,0.28109795711756114,-1.7940983445393235,0.07279747324758486,0.5155039599930521
AP001266.2,5.697414008961775,-0.8372877620897601,0.46686733321019475,-1.7934168928302237,0.07290628843140692,0.5158248972986231
FBLL1,3.777146335818914,-0.8342880125107646,0.46523268320037114,-1.7932704271153816,0.07292969365623381,0.5158248972986231
SYPL1,41.72094760444883,0.2486105367219193,0.1387014626818557,1.7924146718781604,0.07306656630311739,0.5159783109302476
AC023389.1,21.714864259421716,-0.5161020058580622,0.28807204359739336,-1.7915726892935204,0.07320144116071214,0.5159783109302476
MTHFD2,97.63153795137211,-0.4547740289180469,0.25402732349451695,-1.7902563498365678,0.07341270999595258,0.5159783109302476
AC019163.1,13.942019962693356,0.4405201620849201,0.24615450583987772,1.789608362365206,0.0735168932209709,0.5159783109302476
KCND3,25.12090219307992,-0.7650582051393291,0.42740617099903333,-1.7900027118257482,0.07345347544481193,0.5159783109302476
TRABD2A,3.9981539500594288,-0.6897994905410066,0.38509889226994454,-1.7912268884364244,0.07325689301247514,0.5159783109302476
GON7,12.615036266148019,-0.4634430410024591,0.2586585861631866,-1.7917172125501177,0.07317827591156562,0.5159783109302476
AL139095.4,15.891336650084801,-0.3271836702762136,0.1826658877654131,-1.791159117220595,0.07326776467918551,0.5159783109302476
ARHGAP29,4.909089150743768,0.7191498592491878,0.401739040129728,1.7900920433746317,0.0734391157033772,0.5159783109302476
ARMCX6,19.505430818967376,-0.31256772890957873,0.17443627080687124,-1.7918734874562932,0.07315323377078792,0.5159783109302476
APLP2,190.8695280319088,-0.2542616041639654,0.14206665920803718,-1.7897345202693482,0.07349660011857805,0.5159783109302476
PCSK6,47.852614335079046,0.8698945056536318,0.486012385799578,1.7898607753020501,0.073476295979329,0.5159783109302476
PILRB,69.4941709993883,-0.27571841514453477,0.15407141407189787,-1.7895494553965083,0.07352637025792497,0.5159783109302476
MS4A4E,73.33442198380867,-0.44416860879330156,0.24816300229268154,-1.7898260606528789,0.07348187827823133,0.5159783109302476
SYNJ2,40.765605288946546,0.852385485096576,0.4760377148058171,1.7905839360737978,0.07336008675563661,0.5159783109302476
AC109587.1,11.44839743598116,-0.4649140876114182,0.25970226216030434,-1.7901811241229946,0.07342479856371639,0.5159783109302476
VKORC1L1,121.98704685730902,-0.23005469252569682,0.12858426337033851,-1.789135672559798,0.07359296839095845,0.5161204363589994
RNF149,559.1657564478159,-0.4000578903114423,0.22362382814902418,-1.788977022810116,0.07361851606513656,0.5161204363589994
L3MBTL1,24.80507105977609,0.27424257375721245,0.1533434640344391,1.7884203639460032,0.073708213284383,0.51624513479862
REST,47.60611091273135,0.21756796560158434,0.12164923725780737,1.7884860645735035,0.07369762196568944,0.51624513479862
NRSN2,5.06790464831624,-0.6639933930356986,0.3718936775573595,-1.7854387775476142,0.07419017351454504,0.5182197555008955
HIST2H2AC,11.972840047688868,-0.4818179423536698,0.27007694244845454,-1.7840025067879575,0.07442325782440776,0.5182197555008955
KCTD10,20.91534091531482,-0.2809107345483948,0.1573643982599662,-1.7850971226943586,0.07424556461047763,0.5182197555008955
SVBP,27.379921980798994,-0.41098862073329173,0.23028366900133487,-1.7847058912844984,0.07430903485414846,0.5182197555008955
AC022826.2,11.165222380974102,0.6668698487065343,0.37334864970860493,1.78618524327601,0.07406926959992079,0.5182197555008955
PTCHD1,8.408573150365545,0.6083452720501866,0.340985584672167,1.7840791499589832,0.07441080474022642,0.5182197555008955
AC008735.2,27.22118463251586,-0.5471980314371214,0.30645584015024585,-1.7855689458189052,0.07416907875521067,0.5182197555008955
RSPO2,8.258590530009979,-0.8586108009356452,0.4809497517266538,-1.7852401375677054,0.07422237408607113,0.5182197555008955
AC022973.4,3.830741075379046,-0.8749241149008139,0.490214799831695,-1.784777030806089,0.07429749045210371,0.5182197555008955
KCNE3,35.60602366932549,0.3471109686492812,0.19449748799543554,1.7846552787223,0.07431724906810201,0.5182197555008955
MELTF,4.356518257712271,-0.7191595579841996,0.4029567454176781,-1.7847065874000119,0.07430892188259122,0.5182197555008955
AC017101.1,54.25592002715121,-0.6002239069159335,0.3364457100047904,-1.7840141486939673,0.07442136612238284,0.5182197555008955
CLCN2,3.275625660023778,0.6076884482539185,0.340787655269338,1.7831879730902758,0.07455570958618797,0.5188903917782293
DECR2,4.782444909867202,-0.5286492633650492,0.29654449828151386,-1.7826979304239026,0.07463548842935563,0.5191939645681629
CLOCK,175.58140364031297,0.1871954464166343,0.10510452764655878,1.7810407468470577,0.0749057943957387,0.5203180435094418
PNP,15.927036140475497,-0.6692272532221227,0.3757261662966969,-1.7811568989679014,0.07488682261105727,0.5203180435094418
MAP2K2,59.42181616311358,-0.27752031921536474,0.1558054983701324,-1.781197211385223,0.07488023907273221,0.5203180435094418
STX2,31.719781528193774,0.32624476005805214,0.1832318998862876,1.7805019773331896,0.07499384601394093,0.520426119414289
PQLC3,25.932801586744436,-0.3724824049595721,0.2091922910515876,-1.7805742414653152,0.07498203091155294,0.520426119414289
AC124854.1,5.196365928497292,0.8549719317242757,0.48031470230354034,1.7800244873286564,0.0750719532970829,0.5207164760577373
UBE4B,191.37809914058923,0.17721098421623271,0.09962023045518278,1.7788654313137382,0.07526182673985563,0.521026667469068
ANKFN1,17.480764115932935,0.5696558054261978,0.32021300459522944,1.778990226041196,0.07524136438711652,0.521026667469068
ICAM1,31.164656060679754,-0.6722854237669215,0.377858340573595,-1.7791996406547,0.07520703727976344,0.521026667469068
ANAPC13,9.188532599321043,-0.5741994905098026,0.32276763056105234,-1.7789872222059493,0.07524185686688172,0.521026667469068
