Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,DNA-templated DNA Replication (GO:0006261),-0.7337869405454561,-1.6020829023306287,0.0,0.14890397536043384,0.814,10/65,5.45%,MCM10;ORC6;CDC45;GINS2;MCM6;WDHD1;ORC1;BLM;RFC3;MCM2
prerank,Positive Regulation Of T Cell Activation (GO:0050870),-0.7265244165777581,-1.6004079553406645,0.0034423407917383822,0.14587671946931707,0.823,13/75,9.75%,IL1B;THY1;HLA-DMA;CD80;CCL2;HLA-A;PRKCQ;PNP;CD1D;NOD2;RHOH;HLA-DQA1;TFRC
prerank,Neurotransmitter Secretion (GO:0007269),-0.815181214239397,-1.59595379935527,0.005226480836236934,0.15216373819001552,0.853,12/35,6.28%,SYT1;CPLX1;RAB3A;SLC32A1;SNAP25;SYN1;CPLX2;RIMS1;STXBP1;CDK5;RPH3A;RIMS2
prerank,Negative Regulation Of Cell Junction Assembly (GO:1901889),-0.8682232170987677,-1.5955112572519345,0.005253940455341506,0.14482650696948765,0.854,4/22,2.91%,DMTN;IL1B;TNF;ROBO2
prerank,DNA Metabolic Process (GO:0006259),-0.613380962651851,-1.5950557921533106,0.0,0.13887388551296442,0.856,25/251,6.08%,MCM10;ORC6;CHEK1;CDC45;POLQ;FANCA;NEIL3;MCM6;UBE2V2;GADD45A;TOP2A;FAM111B;TERF2IP;ISG20;CHRNA4;WDHD1;INSL6;BTG2;ORC1;XRCC3;BLM;RFC3;MCM2;PARP2;BRCA1
prerank,Adherens Junction Organization (GO:0034332),0.8243077688026145,1.5933427838153675,0.016666666666666666,0.2067800738781073,0.977,8/25,5.50%,FERMT2;CDH2;ZNF703;CDHR3;CDH10;CDH6;CDH26;TJP1
prerank,Intrinsic Apoptotic Signaling Pathway (GO:0097193),-0.6941865603825628,-1.5895259836585844,0.00505902192242833,0.14768778522077122,0.875,22/89,13.58%,MLLT11;MOAP1;BCL2A1;ATP2A3;SCN2A;E2F1;IFI6;BNIP3;IKBKE;HINT1;ZNF622;BRCA1;CUL1;CDKN1A;BAD;BCL2L2;CD24;MCL1;ZNF385B;PPP1R15A;ATF4;CYCS
prerank,Response To Organic Cyclic Compound (GO:0014070),-0.805222118691294,-1.5889570525320231,0.007285974499089253,0.14201474922768648,0.877,10/34,3.71%,IL1B;TNF;SLC1A1;CDKN2D;FOXA1;CHRNB2;ABCB4;CCL3;DRD2;CCL2
prerank,DNA Integrity Checkpoint Signaling (GO:0031570),-0.8033978835013589,-1.581231043490373,0.007233273056057866,0.16425777498921823,0.917,6/35,6.03%,CLSPN;CHEK1;CDC45;E2F1;ERCC6;PRPF19
prerank,Positive Regulation Of Signaling (GO:0023056),-0.8198055969421324,-1.580865349715274,0.0036101083032490976,0.158449573583268,0.919,11/28,7.01%,SYT1;CLSTN3;CLSTN2;TNF;CD80;OCRL;RIMS3;RIMS1;NSF;RIMS2;HOMER1
prerank,Protein Depolymerization (GO:0051261),-0.857932326902188,-1.5806463734932072,0.0,0.1524203511990236,0.919,5/23,4.97%,STMN2;STMN1;DSTN;KIF18B;STMN3
