Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Histone H3 Acetylation (GO:0043966),6.565931e-01,1.314861e+00,1.125828e-01,5.756398e-01,1.000000e+00,4/34,5.60%,SGF29;TMEM98;KAT2B;KAT2A
prerank,Spindle Assembly (GO:0051225),-6.106187e-01,-1.313779e+00,9.357798e-02,5.649541e-01,1.000000e+00,8/61,11.62%,MAP9;KIFC1;MAPRE3;KIF11;GOLGA8A;KPNB1;INO80;RAB11A
prerank,Positive Regulation Of Developmental Process (GO:0051094),5.090158e-01,1.312204e+00,3.092784e-02,5.817256e-01,1.000000e+00,28/179,9.05%,BMPR1B;DPF3;SOX8;RAPGEF3;GJA1;COBL;PLCB1;ALK;BMP7;ZNF703;ZDHHC15;PHLDB1;DVL2;ZBTB16;SOX9;PTN;ENPP2;RELN;SPIRE1;DAB2IP;NLGN1;FGFR1;NRXN1;KMT5C;SOX5;INSR;DVL1;ZBED3
prerank,Regulation Of Synapse Assembly (GO:0051963),-6.453294e-01,-1.311619e+00,8.445946e-02,5.714891e-01,1.000000e+00,8/42,8.33%,SLITRK4;CLSTN3;CLSTN2;CHRNB2;ROBO2;BDNF;EPHB3;GHRL
prerank,Integrin-Mediated Signaling Pathway (GO:0007229),5.898648e-01,1.311393e+00,7.317073e-02,5.812197e-01,1.000000e+00,11/67,7.10%,PRKD1;ITGB4;ITGB8;FERMT2;COL16A1;ITGA2;DOCK1;ITGA1;PLPP3;PTN;ERBIN
prerank,Cellular Response To Fibroblast Growth Factor Stimulus (GO:0044344),6.602940e-01,1.311002e+00,1.428571e-01,5.791160e-01,1.000000e+00,6/31,4.25%,FLRT2;FGFR3;FGF2;CD44;FGFR2;FGF1
prerank,Regulation Of Cell Cycle Process (GO:0010564),-5.649770e-01,-1.310235e+00,7.610619e-02,5.747911e-01,1.000000e+00,12/103,5.45%,CHEK1;BUB1;MAP9;MKI67;CALM3;FSD1;CDCA2;KIF11;PIN1;CALM1;CDC25C;MCM2
prerank,Spliceosomal Complex Assembly (GO:0000245),-6.132903e-01,-1.309897e+00,9.890110e-02,5.736637e-01,1.000000e+00,7/57,15.72%,CELF4;CELF3;PRPF19;CELF5;SRSF1;SRSF9;SNRPA1
prerank,Regulation Of Histone Deacetylation (GO:0031063),7.166538e-01,1.309833e+00,1.589862e-01,5.800298e-01,1.000000e+00,3/19,5.60%,SGF29;KAT2B;KAT2A
prerank,Mitochondrion Disassembly (GO:0061726),-6.691266e-01,-1.309750e+00,1.045872e-01,5.717931e-01,1.000000e+00,8/33,14.79%,MAP1LC3A;PINK1;BNIP3;MAP1LC3B2;GABARAPL2;MAP1LC3B;BECN1;FUNDC2
prerank,Response To Peptide Hormone (GO:0043434),6.408145e-01,1.309214e+00,1.388235e-01,5.788395e-01,1.000000e+00,6/36,10.78%,TGFBR3;SLC24A4;ZBED3;IRS1;SORT1;SLC27A1
prerank,Very Long-Chain Fatty Acid Metabolic Process (GO:0000038),6.958441e-01,1.307398e+00,1.362637e-01,5.821805e-01,1.000000e+00,6/22,9.76%,HACD1;ACSBG1;SLC27A4;SLC27A6;TECR;ABCD4
prerank,Cardiac Muscle Cell Contraction (GO:0086003),-7.649335e-01,-1.306590e+00,1.292639e-01,5.826780e-01,1.000000e+00,4/15,2.53%,SCN3B;SCN2B;CACNA1G;FGF12
prerank,Digestive Tract Development (GO:0048565),7.146511e-01,1.306365e+00,1.222222e-01,5.826919e-01,1.000000e+00,6/19,4.14%,GLI3;COBL;GLI2;CCDC40;FGFR2;PKDCC
prerank,Defense Response To Virus (GO:0051607),-5.373454e-01,-1.306321e+00,5.128205e-02,5.813362e-01,1.000000e+00,36/143,20.40%,TNF;CXCL10;ISG20;IFI6;BNIP3;ISG15;RNASE2;MYD88;IKBKE;MX2;OPRK1;SAMHD1;MX1;RSAD2;TLR2;STAT1;IFIT1;IRF7;NLRC5;AIM2;IFI27;PQBP1;TLR3;CD40;UBE2N;DHX15;IRF1;TRIM25;OASL;IFNLR1;DDX60;USP18;TRAF3;GBP2;DDIT4;TRIM5
prerank,Positive Regulation Of Epithelial Cell Migration (GO:0010634),5.728180e-01,1.306084e+00,7.177033e-02,5.803319e-01,1.000000e+00,12/74,7.70%,SASH1;PRKD1;FGF2;PLCG2;FGF1;DOCK1;SPARC;SOX9;PLPP3;ENPP2;TGFB2;PROX1
prerank,Anterior/Posterior Pattern Specification (GO:0009952),-7.288801e-01,-1.305408e+00,1.167763e-01,5.827535e-01,1.000000e+00,2/20,2.79%,HES4;BASP1
prerank,Fc-gamma Receptor Signaling Pathway Involved In Phagocytosis (GO:0038096),7.013855e-01,1.305373e+00,1.529680e-01,5.795476e-01,1.000000e+00,2/20,1.63%,FYN;PLPP4
prerank,Regulation Of Platelet Activation (GO:0010543),-7.377643e-01,-1.305303e+00,1.364452e-01,5.807220e-01,1.000000e+00,8/17,14.79%,THBD;PRKCQ;PRKCA;PLEK;LYN;PDGFA;PLA2G4A;FUNDC2
prerank,Positive Regulation Of Interleukin-1 Beta Production (GO:0032731),-6.392426e-01,-1.304940e+00,1.213768e-01,5.798394e-01,1.000000e+00,6/44,8.02%,TNF;EGR1;CD36;CCL3;MYD88;NOD2
prerank,Myeloid Cell Development (GO:0061515),-7.520135e-01,-1.304371e+00,1.456140e-01,5.797202e-01,1.000000e+00,4/16,12.12%,DMTN;SH2B3;ALAS1;TLR2
prerank,Positive Regulation Of Peptide Hormone Secretion (GO:0090277),-6.834136e-01,-1.304251e+00,1.130435e-01,5.778394e-01,1.000000e+00,5/26,9.52%,NNAT;DRD2;GHRL;BAD;TFR2
prerank,Modulation Of Chemical Synaptic Transmission (GO:0050804),-5.655065e-01,-1.303788e+00,7.056799e-02,5.773479e-01,1.000000e+00,21/103,7.21%,SYT1;CPLX1;IL1B;CLSTN3;CLSTN2;TNF;CHRNB2;SLC8A2;MAPK8IP2;PLPPR4;SYN1;RIMS3;CHRNA7;CPLX2;RIMS1;DRD2;DLGAP3;CDK5;RIMS2;HOMER1;GRIN3A
prerank,Regulation Of Mitotic Spindle Organization (GO:0060236),-6.583496e-01,-1.303691e+00,1.080139e-01,5.754101e-01,1.000000e+00,5/35,16.39%,MAP9;FSD1;DYNC1H1;PLK1;DCTN1
prerank,Positive Regulation Of B Cell Proliferation (GO:0030890),-7.034422e-01,-1.303176e+00,1.366782e-01,5.751732e-01,1.000000e+00,8/21,21.33%,CHRNB2;GPR183;TFRC;IL7;CD40;NCKAP1L;SASH3;TNFRSF13C
prerank,Double-Strand Break Repair Via Homologous Recombination (GO:0000724),-5.604763e-01,-1.302986e+00,7.029877e-02,5.735382e-01,1.000000e+00,22/98,17.26%,CDC45;GINS2;MCM6;XRCC3;BLM;TONSL;MCM2;BRCA1;LIG3;MCMDC2;NABP2;AP5Z1;GINS4;INO80;SAMHD1;RAD51AP1;MCM4;XRCC2;RPA3;RAD54B;UBE2N;AUNIP
prerank,Regulation Of Myotube Differentiation (GO:0010830),7.422285e-01,1.302111e+00,1.508121e-01,5.877701e-01,1.000000e+00,1/15,0.99%,DMPK
prerank,Positive Regulation Of Erythrocyte Differentiation (GO:0045648),-7.042197e-01,-1.301727e+00,1.289134e-01,5.764665e-01,1.000000e+00,9/24,20.79%,ACVR1B;RHEX;INHBA;ANKRD54;STAT1;TAL1;NCKAP1L;ETS1;BRD1
prerank,Regulation Of Cell Adhesion Mediated By Integrin (GO:0033628),-7.025749e-01,-1.301604e+00,1.372549e-01,5.746100e-01,1.000000e+00,6/24,10.64%,RET;RAC3;DPP4;LYN;NEXMIF;TESC
prerank,Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090199),-6.681949e-01,-1.301601e+00,1.115108e-01,5.723285e-01,1.000000e+00,6/33,5.26%,MLLT11;MOAP1;PINK1;BNIP3;GHITM;PPIF
prerank,Negative Regulation Of Canonical Wnt Signaling Pathway (GO:0090090),5.580306e-01,1.301319e+00,6.746988e-02,5.874335e-01,1.000000e+00,15/77,7.66%,GLI3;WWTR1;GREM1;SOX13;MLLT3;AMER2;SHISA6;TLE1;SOX2;LZTS2;TMEM64;SOX9;APC2;DAB2IP;LRP4
prerank,Positive Regulation Of Endocytosis (GO:0045807),-6.144545e-01,-1.301250e+00,9.589041e-02,5.714008e-01,1.000000e+00,8/58,5.46%,IL1B;CALY;TNF;FPR2;TUB;SLC11A1;SMPD1;CLIP3
prerank,DNA Biosynthetic Process (GO:0071897),-7.630237e-01,-1.300471e+00,1.243433e-01,5.721256e-01,1.000000e+00,3/15,15.51%,RFC3;RRM1;TYMS
prerank,Autophagy Of Mitochondrion (GO:0000422),-6.453950e-01,-1.300253e+00,1.070111e-01,5.708131e-01,1.000000e+00,9/43,14.79%,MAP1LC3A;PINK1;BNIP3;MAP1LC3B2;GABARAPL2;SPATA33;MAP1LC3B;BECN1;FUNDC2
prerank,Morphogenesis Of An Epithelium (GO:0002009),7.146442e-01,1.300186e+00,1.505882e-01,5.881919e-01,1.000000e+00,5/17,5.88%,SOX8;SOX10;FGFR2;SOX9;TNC
prerank,External Encapsulating Structure Organization (GO:0045229),5.862598e-01,1.299889e+00,8.474576e-02,5.860532e-01,1.000000e+00,12/59,5.17%,HPSE2;ADAMTS9;COL5A3;MATN2;SMOC1;ADAMTS20;COL28A1;COL16A1;COL4A5;COL4A3;COL9A2;ADAMTS14
prerank,One-Carbon Compound Transport (GO:0019755),7.288956e-01,1.299612e+00,1.618625e-01,5.837994e-01,1.000000e+00,4/18,5.07%,SLC14A1;SLC4A4;CA2;SLC26A6
prerank,Cellular Response To Transforming Growth Factor Beta Stimulus (GO:0071560),5.709985e-01,1.298405e+00,8.780488e-02,5.848465e-01,1.000000e+00,6/65,8.45%,TGFBR3;FERMT2;PTPRK;SOX9;TGFB2;SOX5
prerank,Positive Regulation Of Synaptic Transmission (GO:0050806),-6.056354e-01,-1.297996e+00,1.095890e-01,5.778298e-01,1.000000e+00,14/58,6.59%,SYT1;CLSTN3;CLSTN2;TNF;GRIN1;SLC8A2;RIMS3;CHRNA7;STX1B;RIMS1;CCL2;CACNG8;RIMS2;CACNG2
prerank,Cell-Matrix Adhesion (GO:0007160),5.522119e-01,1.297891e+00,9.237875e-02,5.834678e-01,1.000000e+00,10/80,5.15%,ADAMTS9;ITGB4;ITGB8;SORBS1;FERMT2;PTPRK;CD44;EMP2;ITGA2;ITGA1
prerank,Regulation Of Lipid Biosynthetic Process (GO:0046890),6.870595e-01,1.297353e+00,1.377778e-01,5.819172e-01,1.000000e+00,7/22,11.34%,SORBS1;MID1IP1;ASXL3;SIRT4;APOE;CREBL2;ASAH1
prerank,Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0048010),6.957094e-01,1.297046e+00,1.445498e-01,5.798003e-01,1.000000e+00,4/22,6.84%,PRKD1;FYN;HSPB1;DAB2IP
prerank,Positive Regulation Of Chromosome Organization (GO:2001252),-6.799914e-01,-1.296778e+00,1.074681e-01,5.804244e-01,1.000000e+00,9/27,17.69%,NCAPH;NCAPG;TERF2IP;NCAPG2;TINF2;SMC2;TAL1;PPP1R10;NCAPD3
prerank,Response To Metal Ion (GO:0010038),-6.201900e-01,-1.296290e+00,1.046099e-01,5.800616e-01,1.000000e+00,7/46,9.52%,IL1A;CALM3;CALM1;HAMP;MELTF;HOMER1;TFR2
prerank,Blood Vessel Diameter Maintenance (GO:0097746),-7.133139e-01,-1.296210e+00,1.560799e-01,5.781749e-01,1.000000e+00,2/19,1.19%,AGTR1;KLF2
prerank,Positive Regulation Of Secretion By Cell (GO:1903532),-6.052069e-01,-1.295784e+00,1.152482e-01,5.777293e-01,1.000000e+00,9/55,7.69%,IL1B;RAB3A;IL1A;ACHE;STX1B;KCNB1;CADPS;PPIA;MYH10
prerank,Regulation Of Myeloid Cell Differentiation (GO:0045637),7.208005e-01,1.295386e+00,1.490826e-01,5.828764e-01,1.000000e+00,3/20,9.69%,MEIS2;ZBTB16;L3MBTL1
prerank,Retinoid Metabolic Process (GO:0001523),-7.020100e-01,-1.295310e+00,1.477477e-01,5.774708e-01,1.000000e+00,3/24,5.83%,ALDH1A1;E2F1;CYP27C1
prerank,Positive Regulation Of miRNA Transcription (GO:1902895),-6.668648e-01,-1.295183e+00,1.250000e-01,5.757216e-01,1.000000e+00,6/30,3.34%,TNF;FOXA1;EGR1;FOSL1;FOS;IL10
prerank,Positive Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904031),7.052251e-01,1.294829e+00,1.589862e-01,5.816275e-01,1.000000e+00,6/18,9.45%,EGFR;RGCC;SPDYA;CCND3;PROX1;STOX1
prerank,Regulation Of Pathway-Restricted SMAD Protein Phosphorylation (GO:0060393),6.495586e-01,1.294343e+00,1.294643e-01,5.800160e-01,1.000000e+00,4/30,3.49%,RBPMS;GREM1;BMPER;BMP7
prerank,Regulation Of Cell-Substrate Adhesion (GO:0010810),-6.703521e-01,-1.294217e+00,1.373239e-01,5.775758e-01,1.000000e+00,6/31,8.35%,DMTN;THY1;NPNT;PTPRO;RELL2;ECM2
prerank,Regulation Of Stress-Activated MAPK Cascade (GO:0032872),6.143975e-01,1.293990e+00,9.354120e-02,5.779887e-01,1.000000e+00,9/46,8.73%,TGFBR3;GREM1;EGFR;PHLPP1;IGF1R;DAB2IP;TGFB2;EPHB1;FOXO1
prerank,Non-Canonical Wnt Signaling Pathway (GO:0035567),6.731918e-01,1.293683e+00,1.299304e-01,5.760317e-01,1.000000e+00,6/25,13.11%,PRICKLE2;DVL2;CCDC88C;DVL1;FZD6;CELSR2
prerank,Positive Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903039),-6.835927e-01,-1.293499e+00,1.039861e-01,5.783422e-01,1.000000e+00,5/32,4.84%,TNF;THY1;HLA-DMA;CCL2;PRKCQ
prerank,Positive Regulation Of Myeloid Leukocyte Differentiation (GO:0002763),-6.987682e-01,-1.293277e+00,1.227437e-01,5.770761e-01,1.000000e+00,6/25,13.47%,TNF;ID2;PRKCA;TESC;CD4;ZFP36L1
prerank,Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:0008630),-6.268293e-01,-1.292601e+00,1.189189e-01,5.778425e-01,1.000000e+00,8/44,10.95%,MOAP1;BCL2A1;E2F1;CDIP1;IKBKE;BRCA1;BCL2L2;MCL1
prerank,Neuron Development (GO:0048666),-5.447026e-01,-1.291647e+00,6.500000e-02,5.794253e-01,1.000000e+00,17/116,5.78%,STMN2;ATCAY;MAP1B;STMN1;RAB6B;L1CAM;NCDN;POU3F2;NOVA2;ROBO2;MYT1L;BTG2;MAP2;STMN3;CDK5R1;CDK5;ERCC6
prerank,Positive Regulation Of Catabolic Process (GO:0009896),-6.000959e-01,-1.291632e+00,1.061947e-01,5.772908e-01,1.000000e+00,4/63,6.86%,IL1B;TNF;NSF;TNFAIP3
prerank,Positive Regulation Of Canonical Wnt Signaling Pathway (GO:0090263),5.704353e-01,1.291443e+00,8.715596e-02,5.804586e-01,1.000000e+00,10/68,4.11%,LGR6;GPC5;KANK1;GPRC5B;DAAM2;LGR5;EGFR;LYPD6;LGR4;FGFR2
prerank,Liver Development (GO:0001889),6.954803e-01,1.291302e+00,1.696429e-01,5.779232e-01,1.000000e+00,3/22,3.23%,TGFBR3;COBL;CCDC40
prerank,Negative Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071901),-5.939471e-01,-1.291162e+00,8.633094e-02,5.770774e-01,1.000000e+00,10/67,9.44%,IL1B;UCHL1;GADD45A;SMPD1;PRKAR2B;PTPN1;PKIB;CDKN1A;SH2B3;LYN
prerank,Negative Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090101),5.533412e-01,1.290836e+00,9.027778e-02,5.763922e-01,1.000000e+00,5/81,1.83%,PRDM16;GREM1;BMPER;MAGI2;CD109
prerank,Establishment Of Endothelial Barrier (GO:0061028),6.924268e-01,1.290789e+00,1.376344e-01,5.735399e-01,1.000000e+00,5/22,11.02%,RAPGEF3;PPP1R16B;TJP1;RAP2B;F2RL1
prerank,Mitotic Chromosome Condensation (GO:0007076),-7.453972e-01,-1.290303e+00,1.518987e-01,5.782862e-01,1.000000e+00,3/15,3.12%,NCAPH;NCAPG;CDCA5
prerank,Mitochondrial Fusion (GO:0008053),-7.211631e-01,-1.289744e+00,1.600688e-01,5.784717e-01,1.000000e+00,5/18,18.74%,BCL2A1;MCL1;MFF;MFN2;STOML2
prerank,DNA Recombination (GO:0006310),-6.537687e-01,-1.289435e+00,1.273997e-01,5.775160e-01,1.000000e+00,12/34,20.68%,XRCC3;BLM;BRCA1;ENDOG;XRCC6;EXO1;XRCC2;RAD54B;ERCC1;GEN1;DMC1;SUPV3L1
prerank,Lamellipodium Assembly (GO:0030032),-6.958982e-01,-1.288064e+00,1.552680e-01,5.806064e-01,1.000000e+00,1/21,0.09%,DMTN
prerank,Actomyosin Structure Organization (GO:0031032),5.948485e-01,1.288007e+00,1.050328e-01,5.802962e-01,1.000000e+00,8/52,6.72%,SORBS1;FAM171A1;FRMD5;MYLK3;TJP1;TMOD2;ARRB1;CDC42BPA
prerank,Response To Exogenous dsRNA (GO:0043330),-7.470988e-01,-1.286828e+00,1.391753e-01,5.832192e-01,1.000000e+00,8/16,20.65%,RFTN1;COLEC12;IFIT1;RALB;PQBP1;TLR3;FLOT1;TICAM1
prerank,Epithelial Cell Migration (GO:0010631),6.577249e-01,1.286372e+00,1.441860e-01,5.828610e-01,1.000000e+00,5/29,7.56%,KANK1;DAAM2;PIK3CA;ANLN;PLXND1
prerank,Positive Regulation Of DNA Metabolic Process (GO:0051054),5.478941e-01,1.286108e+00,8.000000e-02,5.808783e-01,1.000000e+00,12/89,5.74%,NPAS2;EYA1;EGFR;HGF;GINS3;EYA2;FGF2;RGCC;GLI2;PDGFRB;TOX;TRIM28
prerank,Negative Regulation Of Interleukin-1 Production (GO:0032692),-7.076020e-01,-1.285951e+00,1.368613e-01,5.846622e-01,1.000000e+00,7/22,14.66%,IL10;TNFAIP3;GHRL;NLRP3;ZC3H12A;SERPINB1;CX3CR1
prerank,Regulation Of Potassium Ion Transmembrane Transport (GO:1901379),6.481370e-01,1.285852e+00,1.565996e-01,5.789627e-01,1.000000e+00,3/29,7.14%,DPP10;KCNIP3;DPP6
prerank,Regulation Of Protein Targeting To Membrane (GO:0090313),-6.800521e-01,-1.285436e+00,1.399317e-01,5.847053e-01,1.000000e+00,4/26,4.60%,DMTN;HRAS;ITGAM;KCNB1
prerank,Regulation Of Multicellular Organismal Development (GO:2000026),6.010267e-01,1.285252e+00,1.235431e-01,5.781363e-01,1.000000e+00,7/46,8.70%,SGF29;ALOX15B;KAT2B;KAT2A;PTN;BAG6;INSR
prerank,Negative Regulation Of Endocytosis (GO:0045806),6.645679e-01,1.285154e+00,1.572770e-01,5.756076e-01,1.000000e+00,4/25,6.43%,PRKD1;LGALS3;APOC1;EPHA3
prerank,Regulation Of Amyloid-Beta Formation (GO:1902003),-6.721520e-01,-1.284911e+00,1.183746e-01,5.845865e-01,1.000000e+00,3/30,4.03%,TNF;CHRNA7;PIN1
prerank,Proton Motive Force-Driven ATP Synthesis (GO:0015986),-6.222794e-01,-1.284289e+00,1.098485e-01,5.849323e-01,1.000000e+00,26/48,26.72%,NDUFB9;ATP5F1B;NDUFB1;NDUFAB1;ATP5MC3;SDHC;ATP5PB;NDUFA8;NDUFB3;NDUFA5;NDUFB10;ATP5MC1;NDUFA10;NDUFS5;NDUFS3;NDUFV2;NDUFB4;NDUFA6;NDUFS2;NDUFS6;SDHB;NDUFA12;NDUFA3;NDUFA1;NDUFB5;NDUFV1
prerank,Water-Soluble Vitamin Metabolic Process (GO:0006767),-6.436644e-01,-1.284203e+00,1.298482e-01,5.831871e-01,1.000000e+00,6/36,8.85%,SLC2A3;VNN2;RFK;SLC25A19;MMAB;MTHFD2
prerank,Negative Regulation Of MAPK Cascade (GO:0043409),-5.753288e-01,-1.284098e+00,7.785467e-02,5.814621e-01,1.000000e+00,16/78,10.09%,IL1B;UCHL1;DUSP26;PEBP1;LMO3;PIN1;SMPD1;DUSP8;PPIA;PTPN1;DUSP2;RPS6KA6;SH2B3;PTPN2;LYN;PPP2R1A
prerank,Mitotic Nuclear Division (GO:0140014),-6.416933e-01,-1.283377e+00,1.484230e-01,5.822134e-01,1.000000e+00,9/37,13.56%,CENPK;KIFC1;KIF18B;NDC80;DSN1;INO80;CENPI;NCAPG2;PLK1
prerank,Positive Regulation Of Interleukin-1 Production (GO:0032732),-6.207245e-01,-1.283331e+00,1.297989e-01,5.803380e-01,1.000000e+00,6/48,8.02%,TNF;EGR1;CD36;CCL3;MYD88;NOD2
prerank,Axon Extension (GO:0048675),-7.000627e-01,-1.282179e+00,1.627486e-01,5.827476e-01,1.000000e+00,5/20,8.60%,MAP1B;CDK5;NELL2;SEMA5A;NELL1
prerank,Lamellipodium Organization (GO:0097581),-6.679493e-01,-1.282177e+00,1.627486e-01,5.806886e-01,1.000000e+00,1/26,0.09%,DMTN
prerank,Purine Nucleotide Biosynthetic Process (GO:0006164),-7.244439e-01,-1.282061e+00,1.576087e-01,5.791225e-01,1.000000e+00,2/19,5.40%,NMNAT2;PRPS1
prerank,Response To Estradiol (GO:0032355),-7.106129e-01,-1.281919e+00,1.649306e-01,5.776494e-01,1.000000e+00,2/18,1.20%,SSTR1;FOXA1
prerank,Transcription Initiation-Coupled Chromatin Remodeling (GO:0045815),6.452572e-01,1.280986e+00,1.510297e-01,5.865863e-01,1.000000e+00,3/30,5.31%,FAM47E;SGF29;KAT2B
prerank,Regulation Of Interleukin-4 Production (GO:0032673),-7.293718e-01,-1.280724e+00,1.570681e-01,5.802869e-01,1.000000e+00,9/17,22.49%,PRKCQ;ZFPM1;HAVCR2;SLC7A5;NLRP3;DDIT3;HLA-DRB1;CEBPB;FCER1G
prerank,Positive Regulation Of Growth (GO:0045927),5.779866e-01,1.280602e+00,9.975062e-02,5.848921e-01,1.000000e+00,8/61,8.70%,YAP1;EGFR;PLCB1;LGI1;S100A8;WFS1;TGFB2;INSR
prerank,Extracellular Structure Organization (GO:0043062),5.744141e-01,1.280222e+00,9.482759e-02,5.833017e-01,1.000000e+00,12/61,5.17%,HPSE2;ADAMTS9;COL5A3;MATN2;SMOC1;ADAMTS20;COL28A1;COL16A1;COL4A5;COL4A3;COL9A2;ADAMTS14
prerank,Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001959),-6.482291e-01,-1.280154e+00,1.288566e-01,5.805062e-01,1.000000e+00,11/36,17.66%,CDC37;IKBKE;PTPN1;TNFAIP3;IRAK2;PTPN2;CD24;SPHK1;IL7;SPATA2;SPPL2B
prerank,Positive Regulation Of Angiogenesis (GO:0045766),5.524738e-01,1.279377e+00,1.200000e-01,5.830803e-01,1.000000e+00,16/78,5.75%,SASH1;PRKD1;ITGB8;CHI3L1;RAPGEF3;BMPER;FGF2;GAB1;EMP2;ANGPTL4;SERPINE1;HSPB1;FGF1;AQP1;TJP1;APLNR
prerank,Positive Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0045737),7.192169e-01,1.279096e+00,1.662763e-01,5.811154e-01,1.000000e+00,5/15,7.70%,EGFR;RGCC;SPDYA;CCND3;PROX1
prerank,Regulation Of B Cell Proliferation (GO:0030888),-6.483010e-01,-1.278915e+00,1.245614e-01,5.831891e-01,1.000000e+00,6/32,9.75%,TNFRSF21;CHRNB2;IL10;GPR183;LYN;TFRC
prerank,Double-Strand Break Repair Via Nonhomologous End Joining (GO:0006303),-6.332165e-01,-1.278785e+00,1.202873e-01,5.816708e-01,1.000000e+00,15/39,27.92%,POLQ;ERCC6;PRPF19;XRCC6;IFFO1;ERCC1;RNF8;TP53BP1;CYREN;DCLRE1B;DCLRE1C;PNKP;ERCC8;PSMD14;NSMCE2
prerank,Glial Cell Development (GO:0021782),7.050935e-01,1.278721e+00,1.689498e-01,5.796028e-01,1.000000e+00,2/17,2.31%,MYRF;SOX10
prerank,Negative Regulation Of Epithelial Cell Migration (GO:0010633),6.729694e-01,1.278628e+00,1.784038e-01,5.771035e-01,1.000000e+00,5/21,9.91%,ADAMTS9;PTPRG;DUSP10;DAB2IP;APOE
prerank,DNA Damage Checkpoint Signaling (GO:0000077),-6.584572e-01,-1.278594e+00,1.397059e-01,5.803973e-01,1.000000e+00,5/31,6.03%,CLSPN;CHEK1;E2F1;ERCC6;PRPF19
prerank,MAPK Cascade (GO:0000165),-5.732634e-01,-1.276555e+00,9.138840e-02,5.863386e-01,1.000000e+00,12/79,9.26%,IL1B;TNF;CCL3;HRAS;ZFP36;CCL2;MT3;PLVAP;MAP2K3;MAPK12;FGF13;YWHAE
prerank,Negative Chemotaxis (GO:0050919),6.657046e-01,1.276041e+00,1.468531e-01,5.829982e-01,1.000000e+00,5/26,9.27%,LGR6;SEMA4B;SEMA3D;SEMA6A;SEMA3B
prerank,Positive Regulation Of Oxidoreductase Activity (GO:0051353),-7.455295e-01,-1.275551e+00,1.581818e-01,5.881650e-01,1.000000e+00,3/15,3.73%,AGTR1;TNF;RFK
prerank,Sensory Perception (GO:0007600),-6.661648e-01,-1.275441e+00,1.596330e-01,5.865999e-01,1.000000e+00,11/26,11.66%,CHRNB2;CHRNA7;CHRNA4;CCL2;OPRM1;NIPSNAP1;PCDH15;OPRK1;OR3A2;C5AR1;USH2A
prerank,Endoplasmic Reticulum Tubular Network Organization (GO:0071786),-7.469294e-01,-1.274139e+00,1.505922e-01,5.895102e-01,1.000000e+00,2/15,3.41%,REEP1;REEP2
prerank,Epithelium Development (GO:0060429),5.554397e-01,1.273966e+00,9.976798e-02,5.871685e-01,1.000000e+00,13/75,8.83%,SOX8;LGALS3;SOX10;CES1;FGFR2;CNN3;SOX9;TNC;PTCH1;ZNF358;PPP2R3A;PROX1;DVL1
prerank,Defense Response To Bacterium (GO:0042742),-5.585895e-01,-1.273043e+00,9.172662e-02,5.916058e-01,1.000000e+00,11/88,5.06%,IL1B;OPTN;LPO;ANXA3;CHGA;FPR2;HLA-A;SLC11A1;ISG15;RNASE2;MYD88
prerank,"Alternative mRNA Splicing, Via Spliceosome (GO:0000380)",-7.159460e-01,-1.272972e+00,1.732419e-01,5.898370e-01,1.000000e+00,3/16,11.21%,CELF4;NCBP2;SRSF1
prerank,Calcium-Dependent Cell-Cell Adhesion Via Plasma Membrane Cell Adhesion Molecules (GO:0016339),7.242139e-01,1.272755e+00,1.929412e-01,5.885106e-01,1.000000e+00,6/16,7.27%,CDH2;CDHR3;CDH10;CDH6;CDH26;NLGN1
prerank,Regulation Of Glucose Import (GO:0046324),6.509856e-01,1.272689e+00,1.360544e-01,5.859417e-01,1.000000e+00,8/27,12.96%,SORBS1;OCLN;GRB10;INSR;IRS1;CREBL2;AKT2;IRS2
prerank,"Regulation Of Alternative mRNA Splicing, Via Spliceosome (GO:0000381)",-6.098532e-01,-1.272030e+00,1.421053e-01,5.915422e-01,1.000000e+00,7/48,9.81%,CELF4;CELF3;RBM11;NOVA2;RBM25;CELF5;SAP18
prerank,Excitatory Postsynaptic Potential (GO:0060079),-7.433243e-01,-1.271935e+00,1.555556e-01,5.898602e-01,1.000000e+00,4/15,8.13%,GRIN1;MAPK8IP2;DRD2;GRIN2B
prerank,Response To Calcium Ion (GO:0051592),-5.644807e-01,-1.271174e+00,9.249564e-02,5.907199e-01,1.000000e+00,11/79,5.26%,DMTN;SYT1;SYT4;SYT5;SYT13;CALM3;SYT7;SMPD1;CALM1;KCNMB1;PPIF
prerank,Positive Regulation Of Neuron Apoptotic Process (GO:0043525),-6.893238e-01,-1.271073e+00,1.785064e-01,5.891510e-01,1.000000e+00,5/20,5.74%,TNF;CCL3;ITGAM;CDK5R1;CDK5
